candle_24h,nb,V,V_EUR,Pmin,PQ1,Pmed,PQ3,Pmax,P_open,P_close,return
16385,1623,1224.4579451199995,0.0,288.0,291.392,293.0,293.80182,296.0,289.57495,294.0,0.01528119058640949
16386,4519,4026.7886187900144,0.0,293.96,304.10663000000005,314.01,326.055815,335.0200200000001,293.99,330.5,0.1241878975475356
16387,6820,5871.742703090045,0.0,303.0,323.99998999999997,331.66,341.5520400000001,354.4023,330.0000100000001,331.63999,0.004969636213041093
16388,3960,2762.2565139800067,0.0,303.7,314.0,317.176485,321.3531425,330.8898700000001,330.51002,319.0,-0.034825025879699496
16389,2497,1656.8015227199994,0.0,296.1166,301.02,305.3,313.501,324.4890000000001,319.10594,303.69142999999997,-0.048305305755198265
16390,1695,1161.972657209997,0.0,301.001,307.846,309.87002,311.33093,315.9323,303.54143,311.51908,0.026281914794958904
16391,3778,3052.1951892200073,0.0,304.20001,312.1070475,317.49,319.9855625,325.55894,311.52,313.5047600000001,0.006371212121212468
16392,2933,2085.4484983299944,0.0,299.10508,303.0,304.90841,308.26103,315.98,313.15008,302.0,-0.03560618601789916
16393,2138,1395.2337270299965,0.0,300.0,302.99999,304.0,306.5499975,310.87998,301.855,304.91208,0.010127644067515809
16394,4941,2064.4076147399514,0.0,284.34,288.0000100000001,289.89001,292.22,305.0,304.73117,285.52207999999996,-0.0630361836631284
16395,2477,1897.2717211699933,0.0,277.0,283.80998,285.94,287.9,289.98,285.51207999999997,283.0,-0.0087985068792887
16396,1505,1332.121891609998,0.0,283.0,288.21362,289.9,291.0689799999999,294.51711,283.46,285.221,0.006212516757214508
16397,1880,1184.2906482700025,0.0,285.2,290.05,292.3061,295.0,301.0,285.63,295.0,0.03280467737982706
16398,2986,2370.6506053600087,0.0,295.60003,301.49297,304.4140700000001,307.1000075,310.64,295.66003,302.13606,0.021903637092913708
16399,3018,1878.384070349997,0.0,300.155,303.631085,307.98,310.4799975,314.253,303.77406,301.18001,-0.008539405899239844
16400,2468,1969.903672789993,0.0,292.5,295.696705,297.77,299.16816,301.8388,300.95105,295.5487,-0.017950925906389137
16401,1580,1176.7556311099988,0.0,295.15713,297.037265,298.0,298.75026,299.95,295.15713,296.9,0.005904888694370968
16402,2872,2651.337396929999,0.0,290.1002,294.0,297.689115,302.5825,306.0,296.94,301.0,0.01367279585101368
16403,1509,1125.6752916899993,0.0,299.0,301.9421700000001,304.1001,305.1001,309.789,301.7229,302.08359,0.0011954346189832915
16404,865,726.0423710299992,0.0,299.0,300.6,301.0,302.93818999999996,305.0,302.08359,301.66294,-0.0013924953685833224
16405,1539,1123.9040896199988,0.0,299.20444,302.4200100000001,303.5,304.38757999999996,305.0,302.43985,301.3617,-0.003564841075010432
16406,1946,1438.1567911900006,0.0,298.12,303.29,305.0,306.231,307.77,301.3417,304.34,0.009949834357475158
16407,1690,1164.68523942,0.0,300.87715,303.96,305.01,306.0,307.23104,304.43,303.23404,-0.003928522156160738
16408,1982,1677.030325519997,0.0,298.1803,300.5202525,301.59871,303.12749249999996,307.1,303.64006,299.0,-0.0152814486994898
16409,1700,1502.467899469999,0.0,296.0,300.0000100000001,302.25249,303.86518,305.0,298.97,304.01,0.016857878716927996
16410,1077,630.6858263100004,0.0,301.14772999999997,302.54,303.01,303.76,304.88,304.38,302.44108,-0.006370063736119312
16411,946,561.24780952,0.0,301.77,302.84,303.27443999999997,303.839985,304.69999,302.73537999999996,303.78999,0.003483603403077527
16412,2037,1671.1715656799984,0.0,294.17,298.0,298.67786,300.0,304.09,303.87997,294.17,-0.0319533070902962
16413,3218,2887.923313629996,0.0,278.42503,284.0,285.75,287.345095,296.8,294.54,284.85,-0.032898757384395995
16414,1963,1609.293548720002,0.0,277.83,282.895,284.01,285.0,286.1974600000001,284.95002,278.26505,-0.02346014925705224
16415,3695,2275.026268939941,0.0,275.36,285.52782,288.02,289.3,291.69023,278.26505,282.33,0.014608194597201519
16416,1312,1067.4470582499996,0.0,282.012,285.25,286.00505,286.8,288.26006,282.8202,284.26,0.005090866918275255
16417,1232,1007.048083229998,0.0,279.98566,280.9975,281.5004800000001,282.31998500000003,285.9890000000001,284.181,282.27,-0.006724587498812382
16418,1104,975.3326067599993,0.0,278.22,281.473,283.0,285.0,288.0,281.80104,286.57816,0.01695210209302288
16419,1794,1247.0738378600004,0.0,280.15121,282.5973725,283.11155,284.0,287.01551,285.88,280.59763,-0.01847757800475729
16420,3045,2645.4570861400034,0.0,264.0,270.1,272.573,274.1,281.28765,280.9672,264.38122999999996,-0.05903169480280964
16421,3097,2662.9267190200026,0.0,256.66,259.84606,261.28292999999996,263.55596,268.39034,264.38122999999996,262.02011,-0.008930739901618691
16422,3299,2518.997533610003,0.0,250.21911,255.11,256.88995,258.36,266.401,261.01,256.60291,-0.016884755373357273
16423,2347,2160.608314669997,0.0,252.34,255.39,256.99999,259.312565,263.21593,256.50938,260.49022,0.01551927652704185
16424,2123,2175.612805119997,0.0,258.48218,264.40705,265.9999,268.020225,271.44,261.48306,267.85952000000003,0.024385747971589468
16425,1465,931.4140666599992,0.0,261.0,263.60065,264.82,265.92461000000003,268.025,267.5691,261.0,-0.02455104120767305
16426,2233,1998.2251293299978,0.0,261.0,268.3253,269.27,270.79581,272.45026,261.11003,271.16,0.038489406171030784
16427,2044,1665.2311447999987,0.0,269.33299999999997,271.17192750000004,272.97015,274.19,276.0,271.06,275.68364,0.01705762561794424
16428,1448,1307.305144099998,0.0,261.62926,267.0,270.00051,270.9453875,275.83551,275.27729,264.22003,-0.040167715978314034
16429,1106,741.0176864700003,0.0,260.849,261.71,262.15051000000005,262.94,266.37,264.48467,262.62271,-0.007039954338374358
16430,1091,845.7868535100001,0.0,260.58527999999995,265.48604500000005,267.77777000000003,269.47017,271.99999,262.39291000000003,269.02322000000004,0.02526863244894844
16431,1321,888.5758627600006,0.0,258.0,259.899,262.27,264.57313,270.02739,269.02322000000004,262.27,-0.025102740202128482
16432,857,541.5669380900013,0.0,257.0,260.08012,261.1462,262.0269,268.0,262.59,261.9037,-0.0026135801058683127
16433,1404,1274.8286776899993,0.0,257.24,259.5507875,260.20001,261.11,264.11753,262.74654,257.7502,-0.019015816535585883
16434,1587,1411.8076201599986,0.0,256.57099999999997,258.0055,258.83,259.60001,262.499,257.76022,257.59916,-0.0006248442835749457
16435,944,676.8756265100012,0.0,256.86807000000005,258.83513,259.98498000000006,262.70707749999997,266.55803,257.89,266.55803,0.03361134592268016
16436,719,395.9577370199996,0.0,261.015,263.0,263.5,264.01,266.64803,266.56803,262.0,-0.017136451059040967
16437,892,926.7156533400006,0.0,261.0,262.8784925,263.29,264.0013,265.99,262.03,263.68093,0.006300538106323768
16438,2893,2297.87304977998,0.0,238.0,246.46,251.11,254.89,264.49998,263.68018,238.0,-0.09739139286085137
16439,4037,3580.1749826799983,0.0,221.0,225.3,230.0,237.2001,244.79,238.01001,224.3182,-0.05752619396133815
16440,3541,3735.520778179995,0.0,224.00002,227.92916,229.41002000000003,230.84,235.69799999999998,225.45837000000003,230.88996,0.02409132116053164
16441,2856,3411.548989649997,0.0,228.5,231.86790249999999,233.205,240.829985,244.66,230.12,242.73,0.054797496958108746
16442,3916,3409.723908350012,0.0,237.1,241.75275,243.75867000000002,249.511475,255.5,242.84828,249.99,0.029408155577630695
16443,2547,2545.2125807799994,0.0,240.33,244.245,245.99139,247.16632,250.0,249.03052000000002,241.0301,-0.03212626307811585
16444,2536,2661.6739201800056,0.0,239.0,242.32,243.1022,245.56402999999997,249.0,240.441,246.88796000000002,0.026813064327631392
16445,2179,2126.145629399997,0.0,232.0,234.11851000000001,235.78999,238.370005,247.42233,246.88795,232.98,-0.05633304501090475
16446,1899,1822.6587477799967,0.0,222.88,226.73767,229.20001000000002,233.6273,237.43,232.97,225.51,-0.03202129029488779
16447,2254,2068.7537213299947,0.0,225.6,227.98047,229.009,229.9499725,232.299,225.79632999999998,226.88242000000002,0.004810042749587579
16448,7722,8524.215306940085,0.0,188.87283,200.01,202.211,209.6036175,226.9925,226.54,194.5816,-0.14107177540390212
16449,11498,12255.676145000076,0.0,148.17122,158.6,164.99998,178.389975,194.56,194.56,153.85,-0.20924136513157895
16450,9351,11392.917387720054,0.0,152.29501000000005,172.6385,182.26562,188.0,198.5,153.85,180.54917,0.17354026649333773
16451,4716,5850.800055560037,0.0,175.0,180.75757,182.44799999999998,186.5,192.99999,180.50917,182.44674,0.010733914515257004
16452,2913,2735.164909410004,0.0,172.0,174.13,175.02,176.2,184.68,181.98,174.39881,-0.04165946807341462
16453,6930,4452.151842000001,0.0,170.05,182.08,183.09996999999998,185.13486,191.50894,174.7341,182.71,0.04564592715445923
16454,9169,2935.2065531499934,0.0,180.09,182.7,184.30411,185.68427,188.9999,182.71,186.343,0.019883969131410332
16455,7615,4359.790929310025,0.0,179.05,182.89,183.42,184.3678,188.07597,186.66402,184.0,-0.014271738067143274
16456,4054,4867.201536400004,0.0,183.25,185.49,186.68,193.58187,199.0,183.74741,196.15433,0.0675216047943207
16457,5043,5858.124566250041,0.0,194.8,200.96836499999998,203.02,204.8,207.83,196.14433,204.99999,0.04514869229204841
16458,3721,3929.483664910008,0.0,198.27219,202.0,206.00896,207.0,209.59324,204.64034,208.05411,0.016681803792937544
16459,3223,3397.408690299994,0.0,204.7443,209.9,215.45,219.119445,223.03754,208.15933,222.46683,0.06873340724146247
16460,3218,3555.5068100400067,0.0,217.2,220.7787375,222.32663,225.0,230.24,222.01451,228.5,0.029212009611443858
16461,10354,9961.626573780259,0.0,224.18063,237.2225,246.00002,263.0,275.0,228.5,244.40868999999998,0.06962227571115978
16462,4817,5445.646506370032,0.0,222.26722,230.0,232.0022,234.59678,245.77,243.96372000000002,233.47952999999998,-0.042974381600674
16463,4877,4921.887246130016,0.0,205.5,214.3255,227.0,229.98,237.47072000000003,233.48952999999997,210.99,-0.09636205100931076
16464,4710,5620.0845416000175,0.0,196.48812,204.12,206.83048,209.27451,214.2,210.81,207.4,-0.01617570323988424
16465,3099,2897.7823003200074,0.0,201.90958,203.919515,205.8,207.74642,214.9999,207.27,202.878,-0.021189752496743496
16466,2739,2541.8400314299947,0.0,193.0,200.20078,203.8,205.39908,208.79778000000002,202.86699,194.32425,-0.04211005447460911
16467,3501,4255.71954584,0.0,188.0,191.71001,195.0,202.16242,209.88,194.34425,202.57574,0.042355202173462864
16468,3928,4878.177046839999,0.0,198.0,200.88,202.18,205.42283999999998,213.0,201.81,210.45389,0.04283182201080223
16469,5214,5966.23619284003,0.0,197.99,202.73125,209.845,212.14657000000003,217.0,210.45391,200.36,-0.047962568146156064
16470,3406,3822.2771526799957,0.0,194.0,197.99,199.15,200.07,203.24798,200.36,201.76,0.006987422639249237
16471,2862,2885.4645274299955,0.0,189.21,191.91,193.80900000000003,199.84,203.105,201.9,190.5,-0.05646359583952455
16472,2789,3321.632579199981,0.0,189.16715,192.11533,195.44,196.91595,199.5,190.79,196.12062,0.027939724304208872
16473,2430,1934.1403303499926,0.0,195.908,198.92388,200.50002,202.40059,204.98,196.95618000000002,201.03527,0.02071064741405935
16474,1918,1693.3835592499868,0.0,195.0,196.8,198.0,199.8432975,203.0,201.31998000000002,196.91,-0.02190532703212066
16475,2751,3219.7234852099896,0.0,191.36,193.380645,194.37,195.98,198.37899,196.88,194.72,-0.01097114993904915
16476,2537,2413.8921380199945,0.0,190.0,191.69,192.92,194.86,196.97,194.75426000000002,195.26,0.0025968109760474713
16477,2538,2516.9482847200034,0.0,193.33,195.3541,196.21639,196.85926,198.02,195.40546,194.8,-0.003098480462111927
16478,1858,1835.5612614699976,0.0,193.441,194.567455,194.98859,195.6,197.0,194.79,195.75,0.004928384413984332
16479,4616,4743.6033870099955,0.0,194.8,203.029465,205.310835,206.69,208.78,195.92,203.78,0.040118415679869415
16480,3668,3747.346099520019,0.0,201.26953999999998,210.0,212.5,215.015,223.0,203.72,220.759,0.08363930885529165
16481,4824,4478.416641109978,0.0,200.0,205.01994,212.8,220.09162000000003,228.6,220.182,205.9502,-0.06463652796323051
16482,4199,3061.851001089989,0.0,200.0,204.98408,207.0,208.36131,211.38612999999998,205.95019,206.0,0.00024185459600696612
16483,3313,3409.5192700399957,0.0,205.0,209.59999,210.9998,212.67654,215.83161,206.04001,213.79,0.03761400516336607
16484,3030,3031.6023046200066,0.0,204.10248,206.73998500000002,210.0684,212.81904,214.85419,213.75,208.36146000000002,-0.02520954385964915
16485,2378,2517.7881175899965,0.0,206.13,208.96,210.196,211.78,214.0,208.36145,211.29,0.014055143117884816
16486,3263,3080.531136679983,0.0,210.52,213.46004,214.83,216.095,219.0,211.51183,214.48998,0.014080299905683763
16487,1633,1007.1081656100017,0.0,213.0,214.39997,214.73578,215.0,215.75,214.41997,214.825,0.0018889565183689847
16488,2604,2030.1510513399876,0.0,206.0,207.98,209.37999,214.87566,215.89999,214.705,207.64312,-0.032891083114040334
16489,2378,2066.339232039992,0.0,206.33,207.8227625,208.652325,209.9,212.9999,207.65312,210.84694,0.015380553877543416
16490,2253,2574.256681309997,0.0,208.5,210.16,210.62477,211.06,213.9493,211.26234,210.0282,-0.005841741599567611
16491,2214,2140.799807969998,0.0,207.05,208.82753,209.48,210.06899500000003,211.66,209.9282,208.79272,-0.0054088969466703435
16492,1972,1994.0443334799904,0.0,206.0,208.1,209.259995,210.35,211.82583,208.81005,210.0,0.005698719961036407
16493,4172,4028.553548440013,0.0,209.36599999999999,219.00825,220.74,222.168475,224.63,209.87024,221.9,0.057319989723173766
16494,2372,1354.4237954299867,0.0,214.0,220.27001,221.109985,221.6520375,222.5,221.95,220.88,-0.00482090560937145
16495,2412,1836.4512477799874,0.0,214.76,217.6949475,219.73952999999997,221.4724975,225.6599,220.78799999999998,224.25998,0.015725401742848224
16496,5567,5270.805410380016,0.0,221.55,228.114995,233.71,240.23,246.88,224.82999,246.0,0.09416008069030303
16497,5524,5386.575238680049,0.0,233.33302,240.6850175,243.7,247.16251499999998,252.0,245.88,249.83,0.016064747031072142
16498,5304,5770.70983902005,0.0,240.05,247.2,250.198215,253.08,260.0,249.01,245.6,-0.013694229147423784
16499,4168,4324.100506080004,0.0,234.0,242.8001,244.10732,245.86477999999997,254.48051,245.64916,247.99,0.00952920009984966
16500,3087,2750.9622856700007,0.0,243.5,247.65074,249.0,250.8,253.92829,246.99,249.86999,0.01166035062148262
16501,1065,1162.7214715999978,0.0,248.0,250.1,251.27999,253.0,254.89,249.0,253.26,0.017108433734939726
16502,949,1079.8580525999982,0.0,248.0,250.66867000000002,251.02001,252.32625,254.0,253.265,250.52629,-0.010813614198566707
16503,3935,3564.3148801100097,0.0,248.48002999999997,256.09,260.16426,265.0,268.76017,251.51,266.82031,0.06087356367540064
16504,5078,4909.470705180067,0.0,264.31677,269.98999,272.5,274.4075,277.8,266.7603,270.0,0.012144610723559794
16505,3326,2739.238842319999,0.0,269.83695,275.9625075,277.10001,278.5,280.0,270.0,279.38,0.034740740740740725
16506,3274,3197.0598745499988,0.0,275.01,276.77252250000004,277.82000500000004,279.2775,281.64917,279.01,278.39,-0.0022221425755349434
16507,3636,2970.1669529499986,0.0,268.0,273.51998,274.88259500000004,276.91912,279.4,278.3,270.69,-0.0273445921667266
16508,2063,1578.4684210099936,0.0,268.15,270.46129499999995,271.18542,272.04169,274.08,270.62001000000004,269.90604,-0.0026382749745668013
16509,1531,1037.5923090599981,0.0,268.28258,270.38,272.1,272.98,275.66591,269.31147999999996,273.69681,0.01628348706115317
16510,2498,2114.326025619987,0.0,272.41638,275.35,277.182695,278.66195,279.89999,273.63681,275.53002000000004,0.006918696355216282
16511,2343,2159.0718464499955,0.0,268.5,271.96193,272.94,275.620005,277.48900000000003,275.53002000000004,270.0,-0.02007048088625709
16512,5754,6535.255027810102,0.0,234.021,247.0,256.95706,261.52999750000004,273.45,270.43,239.85894,-0.11304611174795702
16513,4647,4759.229700450039,0.0,235.51,243.000005,246.95883999999998,248.9,253.0387,240.12402000000003,248.33969,0.034214278105122335
16514,2653,2336.030969389989,0.0,241.0,244.9,246.2,248.02,252.97,248.33969,244.57,-0.015179571175272053
16515,1420,1242.0323126199976,0.0,238.25,241.17335,242.135,243.4075025,246.55661,244.66,242.41998999999998,-0.0091556036949235
16516,1582,1762.638812029995,0.0,240.8329,242.7931225,244.0,247.7,250.5,242.41998999999998,248.39598999999998,0.02465143241693888
16517,2490,3145.3142147099907,0.0,240.64,243.9672275,246.41701,249.16,251.87,248.26,244.22095,-0.016269435269475562
