candle_24h,PQ1,PQ3,pClose,previousClose,Pmax,Pmed,Pmin,V,V_EUR,nb,return,previousV,returnV
16788,420.4,423.82872000000003,422.482,423.79,425.0,422.41305,415.51,3666.0776368000293,,3118.0,-0.00308643431888447,5146.550564020077,-0.40383021689423165
16789,402.5,413.8110025,405.9599,422.482,423.2936,406.233055,393.96464,8393.452958470223,,6732.0,-0.039107228236942564,3666.0776368000293,0.56322175689322
16790,392.75936,400.44564,399.721,405.9599,407.85011,397.808985,390.2277,9033.584110850188,,10886.0,-0.015368266668702994,8393.452958470223,0.07086125999658396
16791,397.150025,401.77,396.9723,399.721,404.3,398.99,395.001,5228.618144590039,,3870.0,-0.006876546391107761,9033.584110850188,-0.7277192292569847
16792,400.89293,403.7,404.371,396.9723,405.84783,402.52,396.7799,3676.686213760013,,3237.0,0.018637824351976102,5228.618144590039,-0.42210072891777245
16793,412.5,415.0,414.21784,404.371,417.44,413.77431,403.06002,4074.669178450035,,3634.0,0.024351004399425245,3676.686213760013,0.09767246057541559
16794,412.118725,414.9,414.999,414.21784,418.10001,413.7205,409.49,2687.2748198500044,,2450.0,0.001885867590831087,4074.669178450035,-0.5162830196419846
16795,380.5,391.811,380.0,414.999,416.58,384.8999,370.82,14022.985897120292,,10611.0,-0.08433514297624818,2687.2748198500044,0.8083664321161549
16796,382.49525,386.01099999999997,386.89,380.0,389.5,384.1371,374.0,4601.350719580109,,4144.0,0.018131578947368384,14022.985897120292,-2.0475803197196716
16797,385.85126,389.09,385.25998,386.89,392.9287,387.83,382.0,4561.4484860300345,,4181.0,-0.004213135516555098,4601.350719580109,-0.0087477110992879
16798,387.087,393.9,395.98,385.25998,396.0,391.56,383.0,5532.1706450700585,,4537.0,0.02782541804627627,4561.4484860300345,0.17546858571780932
16799,390.100045,395.059975,390.08,395.98,397.99,391.4399,386.6,4664.371400130061,,3946.0,-0.014899742411232975,5532.1706450700585,-0.18604848767312984
16800,388.41,395.99,395.77,390.08,397.99,389.954895,382.0,4366.916596510043,,3466.0,0.014586751435602946,4664.371400130061,-0.068115522027084
16801,397.75999,399.30482,399.43153,395.77,402.0,398.54655,394.0,2730.9727813999953,,2389.0,0.0092516613184426,4366.916596510043,-0.5990333650529478
16802,398.0,399.5,398.2,399.43153,401.3,398.71001,396.101,2340.9756311100004,,1718.0,-0.0030832067763904877,2730.9727813999953,-0.16659598891470442
16803,391.49,395.200005,395.37,398.2,399.28,392.99,389.1,3566.9319275200482,,3071.0,-0.007106981416373642,2340.9756311100004,0.34370050265086177
16804,395.77,400.10855,399.44002,395.37,402.8012,398.17989,393.69,4497.057518250061,,4347.0,0.010294205427827096,3566.9319275200482,0.20682981859924088
16805,400.33128,402.3141,401.9,399.44002,404.0,401.7999,399.04,4489.7963871500315,,3473.0,0.006158571692440765,4497.057518250061,-0.0016172517579663066
16806,400.4698,401.7,399.379,401.9,402.61,401.1,397.09,2986.153329930012,,2731.0,-0.006272704652898627,4489.7963871500315,-0.5035384627269829
16807,410.407425,418.47,420.50943,399.379,421.6,416.7,399.00001000000003,10157.23192956011,,7631.0,0.05290821500379336,2986.153329930012,0.7060071729543212
16808,416.43,420.56030999999996,417.02,420.50943,425.99998,419.04,411.11,6117.466714590091,,5249.0,-0.008298101662072184,10157.23192956011,-0.6603657042113892
16809,412.48882000000003,414.31,412.69,417.02,418.0,413.67998,409.45853,2687.48816838002,,2801.0,-0.010383195050597056,6117.466714590091,-1.2762767057231788
16810,407.19,410.19,412.19002,412.69,413.24362,409.12076,404.25978,3412.2968805600153,,2986.0,-0.0012115146962611008,2687.48816838002,0.21241080056933442
16811,411.73445,413.9,414.73,412.19002,415.5,413.33,408.758,4131.983774780016,,4546.0,0.006162157929005691,3412.2968805600153,0.1741746660799306
16812,412.29128,413.914375,404.0202,414.73,415.45,413.11,397.0,5234.838320060036,,5607.0,-0.02582354785040877,4131.983774780016,0.2106759517393026
16813,397.19,400.58808,398.80013,404.0202,404.50748,399.0001,389.69,6947.417421090144,,6611.0,-0.012920319330568178,5234.838320060036,0.24650585926091964
16814,397.31489750000003,399.499,398.30699999999996,398.80013,400.999,398.717175,392.4517,3992.1037240100013,,3684.0,-0.0012365342007284474,6947.417421090144,-0.7402898074280443
16815,357.5475,379.08456,333.64,398.30699999999996,398.9899,363.32491,331.15,21199.70921760011,,16040.0,-0.16235466612437147,3992.1037240100013,0.8116906376859294
