candle_24h,PQ1,PQ3,pClose,previousClose,Pmax,Pmed,Pmin,V,V_EUR,nb,return,previousV,returnV
16338,319.43,322.01286,318.1020000000001,331.3,331.6,320.9899850000001,314.67114,1284.850692499996,,2098.0,-0.03983700573498316,1635.886183209996,-0.27321111531408626
16339,315.0,318.10003,316.01941,318.1020000000001,322.0,316.57313,310.1,1244.3456200299952,,1832.0,-0.006546925200093351,1284.850692499996,-0.032551303928746486
16340,314.39785,318.0,313.90631,316.01941,320.0,315.926345,313.0,452.04306112000086,,848.0,-0.0066866145975020145,1244.3456200299952,-1.7527147899294202
16341,299.33606250000014,310.197,293.82139,313.90631,316.67,302.62001499999997,291.0,1300.014388939997,,2154.0,-0.06398380459443459,452.04306112000086,0.6522784170961471
16342,294.2500100000001,299.08634500000005,291.38256,293.82139,303.65009,296.878,290.0,1715.9567710799936,,2615.0,-0.008300382759743924,1300.014388939997,0.24239677196425508
16343,298.5,307.37175,307.499,291.38256,313.0,302.0,291.61262,1446.431247829994,,2171.0,0.05531024231512008,1715.9567710799936,-0.18633828856667392
16344,303.0,306.231425,305.21382,307.499,312.0,304.889955,297.97196,1251.4885311599933,,1894.0,-0.007431503842289001,1446.431247829994,-0.15576868010872624
16345,296.1600175000001,300.93669250000005,297.45065,305.21382,306.7181700000001,297.43502,293.48,1064.3320474399961,,1584.0,-0.02543518507779236,1251.4885311599933,-0.17584407438464214
16346,288.271065,293.9374,285.9865,297.45065,298.2007,291.33002,280.22,1438.5081677099918,,2196.0,-0.03854135131323471,1064.3320474399961,0.2601140046814325
16347,264.14435249999997,279.98,260.19078,285.9865,289.971,274.0,257.0,2225.0867853099885,,7240.0,-0.09019908282383964,1438.5081677099918,0.35350469149921915
16348,243.398,259.10751,257.99999,260.19078,274.9,248.90233,226.0,6417.778338320013,,12865.0,-0.008419937093850877,2225.0867853099885,0.6532932943439036
16349,242.5068225,264.8972425,264.94146,257.99999,283.41637000000014,255.81009500000002,238.208,4420.868095430006,,8720.0,0.0269049235234468,6417.778338320013,-0.45170093289014374
16350,261.60003,264.30003,264.83,264.94146,273.2323,262.91997000000003,257.107,1759.9749841099906,,2711.0,-0.00042069670786906027,4420.868095430006,-1.5118925753740837
16351,270.66293,278.60001,279.43816,264.83,289.9153,275.49,259.051,2555.5654739999845,,3893.0,0.055160518068194685,1759.9749841099906,0.3113168095218987
16352,288.0261,299.11,287.8,279.43816,311.0,294.7,277.50302999999997,4520.1636095200065,,5637.0,0.029923758444444486,2555.5654739999845,0.43462987299449574
16353,284.3569700000001,291.50498,285.45146,287.8,300.0,287.0,279.24715,1935.9907114800005,,2741.0,-0.008160319666435073,4520.1636095200065,-1.3348064547605663
16354,283.24889,288.871885,288.17298999999997,285.45146,291.93724,286.76935,279.00302999999997,1011.062888599998,,1539.0,0.009534125346565156,1935.9907114800005,-0.9148074104082039
16355,287.02755,296.87799,300.0,288.17298999999997,301.05,292.8508,283.0,1154.7846348899984,,1105.0,0.04104135505551708,1011.062888599998,0.12445761915051021
16356,298.0,302.0,306.9,300.0,306.9,299.91275,291.3271,2211.1864937399973,,2152.0,0.022999999999999923,1154.7846348899984,0.4777533970294846
16357,312.9729700000001,317.85,314.25402,306.9,325.0673700000001,315.0,304.47017999999997,2184.525926540005,,2393.0,0.023962267839687357,2211.1864937399973,-0.012204280515095135
16358,307.0225,311.5,310.59999,314.25402,319.241,309.011,302.1,1845.2108084499955,,1956.0,-0.011627631684711731,2184.525926540005,-0.1838896220074926
16359,295.0,304.49629,298.89384,310.59999,311.31,299.311,288.99,2350.754004240007,,2161.0,-0.037688829288114206,1845.2108084499955,0.2150557629076345
16360,295.0000100000001,299.17532,299.03001,298.89384,301.17303,296.9,292.37,985.03717862,,991.0,0.0004555798138897503,2350.754004240007,-1.3864622120490162
16361,300.76999,306.98929,305.89198,299.03001,309.999,305.13335,296.1,859.3190157499989,,925.0,0.022947429256347837,985.03717862,-0.14629975662795774
16362,303.2098075,305.0,305.0,305.89198,309.129,304.0,301.18,633.3238174499996,,892.0,-0.002915996686150417,859.3190157499989,-0.35683988517902443
16363,300.0,302.5,298.23501,305.0,305.81093,301.36101,297.76,974.1924485099972,,1277.0,-0.02218029508196725,633.3238174499996,0.3498986587109637
16364,302.522035,305.62997,302.642,298.23501,308.74101,304.48002,297.07937999999996,1174.608323329997,,1251.0,0.014776903623756337,974.1924485099972,0.1706235779530522
16365,301.90997999999996,303.5000100000001,301.2,302.642,305.0,302.61,298.51,876.1532498899977,,1225.0,-0.004764705493619547,1174.608323329997,-0.340642545670487
16366,286.1000049999999,293.782015,283.762,301.2,302.5,290.0,280.88888,2233.1363549299954,,2299.0,-0.057895086321381115,876.1532498899977,0.6076579703896032
16367,282.87,286.78,283.9602,283.762,289.5,285.0,278.99999,1120.6375492999944,,1501.0,0.0006984726637110879,2233.1363549299954,-0.9927373987467427
16368,272.5540575,278.20257250000003,275.21,283.9602,284.83199,275.57002,265.0,1518.9877369500002,,1636.0,-0.03081488180385845,1120.6375492999944,0.26224713864369936
16369,280.4300475,283.5,281.71,275.21,286.54498,282.0999950000001,273.51,665.7605945099989,,952.0,0.023618327822390175,1518.9877369500002,-1.281582523020874
16370,280.91418500000003,282.499995,279.0,281.71,283.99999,281.70001,279.0,970.9940546899983,,1471.0,-0.009619821802562848,665.7605945099989,0.314351523272147
16371,280.92101,282.220505,281.69191,279.0,284.0,281.8,278.5,899.7422986199991,,1175.0,0.009648422939068127,970.9940546899983,-0.07919129308390102
16372,268.93301,275.996,266.26489,281.69191,281.85899,271.2,266.0,1731.2123423499972,,2561.0,-0.05476557704479346,899.7422986199991,0.48028195235792787
16373,267.46,271.3,272.7389,266.26489,277.87,268.90854,265.71,1962.404737209996,,2205.0,0.024314170749286632,1731.2123423499972,0.11781076068369631
16374,271.54251500000004,274.00458000000003,269.90003,272.7389,276.0,273.12697000000003,268.01,989.4583521199994,,1514.0,-0.010408746240452104,1962.404737209996,-0.9833121151641961
16375,260.000505,263.66236000000004,260.06313,269.90003,271.22623,262.103,256.30085,1419.060681349996,,1931.0,-0.03644645760135691,989.4583521199994,0.30273710974875484
16376,257.5,260.03001,258.721,260.06313,264.99,258.72403,255.32501,959.5586149199993,,1449.0,-0.0051607853831490726,1419.060681349996,-0.4788681580106563
16377,260.59408,263.80033,260.67499,258.721,266.31,262.36573,258.03,1235.0900879799965,,1993.0,0.0075524986375283655,959.5586149199993,0.2230861341544988
16378,258.732375,262.46001,261.41961000000003,260.67499,265.38765,260.24999,255.15,1886.05387988,,2455.0,0.00285650725449363,1235.0900879799965,0.34514591488840235
16379,267.13,272.258935,270.22,261.41961000000003,275.0,269.70998,261.79491,1756.6409339399966,,2335.0,0.03366384794162914,1886.05387988,-0.0736706878677484
16380,271.9886075,279.077,279.077,270.22,282.8,276.0,269.0,2132.3659033599974,,2424.0,0.03277699652135286,1756.6409339399966,0.17620098353100003
16381,275.15,278.39937000000003,273.53001,279.077,280.88996000000003,276.88999,272.08302000000003,1280.2827022999952,,1879.0,-0.019876199041841475,2132.3659033599974,-0.6655430082194007
16382,273.44999,274.78936,275.06,273.53001,276.64,274.15932999999995,270.07999,896.1927040799974,,1329.0,0.0055934995944320635,1280.2827022999952,-0.4285796977272787
16383,276.5583175,282.92,288.5,275.06,288.51,280.21450000000004,273.0124,1306.612464339998,,2028.0,0.048862066458227285,896.1927040799974,0.31410978500600306
16384,289.0,295.6,289.41726,288.5,299.0,293.6905,282.0,2205.9665315299985,,3018.0,0.003179410745233965,1306.612464339998,0.4076916192224516
16385,291.392,293.80182,294.0,289.41726,296.0,293.0,288.0,1224.4579451199995,,1623.0,0.015834370071778032,2205.9665315299985,-0.8015861960157472
16386,304.10663000000005,326.055815,330.5,294.0,335.0200200000001,314.01,293.96,4026.7886187900144,,4519.0,0.12414965986394558,1224.4579451199995,0.6959219713181942
16387,323.99998999999997,341.5520400000001,331.63999,330.5,354.4023,331.66,303.0,5871.742703090045,,6820.0,0.0034492889561271154,4026.7886187900144,0.3142089457239179
16388,314.0,321.3531425,319.0,331.63999,330.8898700000001,317.176485,303.7,2762.2565139800067,,3960.0,-0.03811358817131797,5871.742703090045,-1.1257050796595733
16389,301.02,313.501,303.69142999999997,319.0,324.4890000000001,305.3,296.1166,1656.8015227199994,,2497.0,-0.047989247648902736,2762.2565139800067,-0.6672223414215379
16390,307.846,311.33092999999997,311.51908,303.69142999999997,315.9323,309.87002,301.001,1161.972657209997,,1695.0,0.0257750111684085,1656.8015227199994,-0.42585241781689775
16391,312.1070475,319.9855625,313.5047600000001,311.51908,325.55894,317.49,304.20001,3052.1951892200073,,3778.0,0.006374184207272684,1161.972657209997,0.6192993615500257
16392,303.0,308.26103,302.0,313.5047600000001,315.98,304.90841,299.10508,2085.4484983299944,,2933.0,-0.03669724185368058,3052.1951892200073,-0.4635677609224939
16393,302.99999,306.5499975,304.91208,302.0,310.87998,304.0,300.0,1395.2337270299965,,2138.0,0.009642649006622529,2085.4484983299944,-0.49469472958429905
16394,288.0000100000001,292.22,285.52207999999996,304.91208,305.0,289.89001,284.34,2064.4076147399514,,4941.0,-0.0635921016969875,1395.2337270299965,0.3241481396077146
16395,283.80998,287.9,283.0,285.52207999999996,289.98,285.94,277.0,1897.2717211699933,,2477.0,-0.008833222285295822,2064.4076147399514,-0.08809275535234892
16396,288.21362,291.0689799999999,285.221,283.0,294.51711,289.9,283.0,1332.121891609998,,1505.0,0.007848056537102488,1897.2717211699933,-0.4242478358170039
16397,290.05,295.0,295.0,285.221,301.0,292.3061,285.2,1184.2906482700025,,1880.0,0.03428569425112455,1332.121891609998,-0.12482682655304732
16398,301.49297,307.1000075,302.13606,295.0,310.64,304.4140700000001,295.60003,2370.6506053600087,,2986.0,0.02419003389830504,1184.2906482700025,0.5004364432310955
16399,303.631085,310.4799975,301.18001,302.13606,314.253,307.98,300.155,1878.384070349997,,3018.0,-0.003164302864080523,2370.6506053600087,-0.26206915975298295
16400,295.69670499999995,299.16816,295.5487,301.18001,301.8388,297.77,292.5,1969.903672789993,,2468.0,-0.018697489252357702,1878.384070349997,0.04645892268954238
16401,297.037265,298.75026,296.9,295.5487,299.95,298.0,295.15713,1176.7556311099988,,1580.0,0.004572173722976893,1969.903672789993,-0.6740125313289055
16402,294.0,302.5825,301.0,296.9,306.0,297.689115,290.1002,2651.337396929999,,2872.0,0.013809363422027696,1176.7556311099988,0.5561652649441856
16403,301.9421700000001,305.1001,302.08359,301.0,309.789,304.1001,299.0,1125.6752916899993,,1509.0,0.0035999667774086882,2651.337396929999,-1.3553305438102778
16404,300.6,302.93818999999996,301.66294,302.08359,305.0,301.0,299.0,726.0423710299992,,865.0,-0.0013924953685833224,1125.6752916899993,-0.5504264442487857
16405,302.4200100000001,304.38757999999996,301.3617,301.66294,305.0,303.5,299.20444,1123.9040896199988,,1539.0,-0.0009985979716302144,726.0423710299992,0.3539997071498511
16406,303.29,306.231,304.34,301.3617,307.77,305.0,298.12,1438.1567911900006,,1946.0,0.009882808598438323,1123.9040896199988,0.2185107378382394
16407,303.96,306.0,303.23404,304.34,307.23104,305.01,300.87715,1164.68523942,,1690.0,-0.003633962016166071,1438.1567911900006,-0.2348029686597439
16408,300.52025249999997,303.1274925,299.0,303.23404,307.1,301.59871,298.1803,1677.030325519997,,1982.0,-0.013962944265755893,1164.68523942,0.30550734730520396
16409,300.0000100000001,303.86518,304.01,299.0,305.0,302.25248999999997,296.0,1502.467899469999,,1700.0,0.016755852842809334,1677.030325519997,-0.11618379741196158
16410,302.54,303.76,302.44108,304.01,304.88,303.01,301.14772999999997,630.6858263100004,,1077.0,-0.0051607512910759245,1502.467899469999,-1.3822763042902007
16411,302.84,303.839985,303.78999,302.44108,304.69999,303.27444,301.77,561.24780952,,946.0,0.004460075331036344,630.6858263100004,-0.12372078004079218
16412,298.0,300.0,294.17,303.78999,304.09,298.67786,294.17,1671.1715656799984,,2037.0,-0.031666579929114765,561.24780952,0.6641590719671989
16413,284.0,287.345095,284.85,294.17,296.8,285.75,278.42503,2887.923313629996,,3218.0,-0.03168236053982389,1671.1715656799984,0.4213241197255313
16414,282.895,285.0,278.26505,284.85,286.1974600000001,284.01,277.83,1609.293548720002,,1963.0,-0.02311725469545392,2887.923313629996,-0.7945286091073868
16415,285.52782,289.3,282.33,278.26505,291.69023,288.02,275.36,2275.026268939941,,3695.0,0.014608194597201519,1609.293548720002,0.2926263882351302
16416,285.25,286.8,284.26,282.33,288.26006,286.00505,282.012,1067.4470582499996,,1312.0,0.0068359720893989544,2275.026268939941,-1.1312778477929182
16417,280.9975,282.3199850000001,282.27,284.26,285.9890000000001,281.5004800000001,279.98566,1007.048083229998,,1232.0,-0.00700063322310564,1067.4470582499996,-0.059976257366260374
16418,281.473,285.0,286.57816,282.27,288.0,283.0,278.22,975.3326067599993,,1104.0,0.01526255004074129,1007.048083229998,-0.03251760091909139
16419,282.5973725,284.0,280.59763,286.57816,287.01551,283.11155,280.15121,1247.0738378600004,,1794.0,-0.02086875706090109,975.3326067599993,0.21790308067589131
16420,270.1,274.1,264.38122999999996,280.59763,281.28765,272.573,264.0,2645.4570861400034,,3045.0,-0.057792362679613386,1247.0738378600004,0.528597971067597
16421,259.84606,263.55596,262.02011,264.38122999999996,268.39034,261.28292999999996,256.66,2662.9267190200026,,3097.0,-0.008930739901618691,2645.4570861400034,0.006560313040243271
16422,255.11,258.36,256.60291,262.02011,266.401,256.88995,250.21911,2518.997533610003,,3299.0,-0.020674748972511998,2662.9267190200026,-0.057137485642446514
16423,255.39,259.312565,260.49022,256.60291,263.21593,256.99999,252.34,2160.608314669997,,2347.0,0.015149126718789015,2518.997533610003,-0.1658742200086112
16424,264.40705,268.020225,267.85952000000003,260.49022,271.44,265.9999,258.48218,2175.612805119997,,2123.0,0.028290121602262113,2160.608314669997,0.006896673164769531
16425,263.60065,265.92461000000003,261.0,267.85952000000003,268.025,264.82,261.0,931.4140666599992,,1465.0,-0.025608647398457342,2175.612805119997,-1.3358169937476119
16426,268.3253,270.79581,271.16,261.0,272.45026,269.27,261.0,1998.2251293299976,,2233.0,0.0389272030651342,931.4140666599992,0.5338793147034933
16427,271.17192750000004,274.19,275.68364,271.16,276.0,272.97015,269.33299999999997,1665.2311447999987,,2044.0,0.016682549048532024,1998.2251293299976,-0.1999686263194368
16428,267.0,270.9453875,264.22003,275.68364,275.83551,270.00051,261.62926,1307.305144099998,,1448.0,-0.041582482007274574,1665.2311447999987,-0.27378917792480006
16429,261.71,262.94,262.62271,264.22003,266.37,262.15051000000005,260.849,741.0176864700003,,1106.0,-0.0060454160117990475,1307.305144099998,-0.7642023503212613
16430,265.48604500000005,269.47017,269.02322000000004,262.62271,271.99999,267.77777000000003,260.58527999999995,845.7868535100001,,1091.0,0.024371502373119424,741.0176864700003,0.12387183201678968
16431,259.899,264.57313,262.27,269.02322000000004,270.02739,262.27,258.0,888.5758627600006,,1321.0,-0.025102740202128482,845.7868535100001,0.04815459325790574
16432,260.08012,262.0269,261.9037,262.27,268.0,261.1462,257.0,541.5669380900014,,857.0,-0.0013966523048765278,888.5758627600006,-0.6407498321330888
16433,259.5507875,261.11,257.7502,261.9037,264.11753,260.20001,257.24,1274.8286776899993,,1404.0,-0.015858882482378094,541.5669380900014,0.5751845345436334
16434,258.0055,259.60001,257.59916,257.7502,262.499,258.83,256.57099999999997,1411.8076201599986,,1587.0,-0.0005859937257081591,1274.8286776899993,0.0970238016242437
16435,258.83513,262.7070775,266.55803,257.59916,266.55803,259.98498000000006,256.86807000000005,676.8756265100012,,944.0,0.034778335457305035,1411.8076201599986,-1.0857711001345065
16436,263.0,264.01,262.0,266.55803,266.64803,263.5,261.015,395.9577370199996,,719.0,-0.017099578654599053,676.8756265100012,-0.709464327188567
16437,262.8784925,264.0013,263.68093,262.0,265.99,263.29,261.0,926.7156533400006,,892.0,0.0064157633587785855,395.9577370199996,0.5727300649417998
16438,246.46,254.89,238.0,263.68093,264.49998,251.11,238.0,2297.87304977998,,2893.0,-0.09739396019272227,926.7156533400006,0.5967072012839295
16439,225.3,237.2001,224.3182,238.0,244.79,230.0,221.0,3580.1749826799987,,4037.0,-0.057486554621848776,2297.87304977998,0.35816739100839434
16440,227.92916,230.84,230.88996,224.3182,235.69799999999998,229.41002000000003,224.00002,3735.520778179995,,3541.0,0.02929659742276825,3580.1749826799987,0.04158611468778476
16441,231.8679025,240.829985,242.73,230.88996,244.66,233.205,228.5,3411.548989649997,,2856.0,0.05128001234873958,3735.520778179995,-0.09496325262010535
16442,241.75275,249.511475,249.99,242.73,255.5,243.75867,237.1,3409.723908350012,,3916.0,0.02990977629464845,3411.548989649997,-0.0005352577947779143
16443,244.245,247.16632,241.0301,249.99,250.0,245.99139,240.33,2545.2125807799994,,2547.0,-0.035841033641345665,3409.723908350012,-0.33966173752963175
16444,242.32,245.56402999999997,246.88796000000002,241.0301,249.0,243.1022,239.0,2661.6739201800056,,2536.0,0.024303437620446525,2545.2125807799994,0.04375492374066995
16445,234.11851000000001,238.370005,232.98,246.88796000000002,247.42233,235.78999,232.0,2126.145629399997,,2179.0,-0.05633308323338247,2661.6739201800056,-0.2518775211701449
16446,226.73767,233.6273,225.51,232.98,237.43,229.20001000000002,222.88,1822.6587477799967,,1899.0,-0.032062838011846506,2126.145629399997,-0.16650779087947642
16447,227.98047000000003,229.9499725,226.88242000000002,225.51,232.299,229.009,225.6,2068.7537213299947,,2254.0,0.006085849851447853,1822.6587477799967,0.11895808138620986
16448,200.01,209.6036175,194.5816,226.88242000000002,226.9925,202.211,188.87283,8524.215306940085,,7722.0,-0.1423681041483954,2068.7537213299947,0.7573086029812391
16449,158.6,178.389975,153.85,194.5816,194.56,164.99998,148.17122,12255.676145000074,,11498.0,-0.20932914520180745,8524.215306940085,0.30446797009908805
16450,172.6385,188.0,180.54917,153.85,198.5,182.26562,152.29501000000005,11392.917387720054,,9351.0,0.17354026649333773,12255.676145000074,-0.07572764094734433
16451,180.75757,186.5,182.44674,180.54917,192.99999,182.448,175.0,5850.8000555600365,,4716.0,0.010509990159467216,11392.917387720054,-0.947240937911273
16452,174.13,176.2,174.39881,182.44674,184.68,175.02,172.0,2735.1649094100035,,2913.0,-0.04411111977117257,5850.8000555600365,-1.1391032165669674
16453,182.08,185.13486,182.71,174.39881,191.50894,183.09996999999998,170.05,4452.151842000001,,6930.0,0.04765623114056805,2735.1649094100035,0.38565327363558444
16454,182.7,185.68427,186.343,182.71,188.9999,184.30411,180.09,2935.2065531499934,,9169.0,0.019883969131410332,4452.151842000001,-0.5168104054626269
16455,182.89,184.3678,184.0,186.343,188.07597,183.42,179.05,4359.790929310025,,7615.0,-0.012573587416752921,2935.2065531499934,0.3267552043798312
16456,185.49,193.58187,196.15433,184.0,199.0,186.68,183.25,4867.201536400004,,4054.0,0.0660561413043479,4359.790929310025,0.10425099583307637
16457,200.968365,204.8,204.99999,196.15433,207.83,203.02,194.8,5858.124566250041,,5043.0,0.04509541033328186,4867.201536400004,0.16915362905714995
16458,202.0,207.0,208.05411,204.99999,209.59324,206.00896,198.27219,3929.483664910008,,3721.0,0.014898147068202354,5858.124566250041,-0.49081280539798416
16459,209.9,219.119445,222.46683,208.05411,223.03754,215.45,204.7443,3397.408690299994,,3223.0,0.06927390187100836,3929.483664910008,-0.15661200141424006
16460,220.7787375,225.0,228.5,222.46683,230.24,222.32663,217.2,3555.5068100400067,,3218.0,0.027119413712147617,3397.408690299994,0.04446570578730911
16461,237.2225,263.0,244.40868999999998,228.5,275.0,246.00002,224.18063,9961.62657378026,,10354.0,0.06962227571115978,3555.5068100400067,0.6430796934911851
16462,230.0,234.59678,233.47952999999998,244.40868999999998,245.77,232.0022,222.26722,5445.646506370032,,4817.0,-0.044716740636349686,9961.62657378026,-0.8292826319386821
16463,214.3255,229.98,210.99,233.47952999999998,237.47072000000003,227.0,205.5,4921.887246130016,,4877.0,-0.09632334791833784,5445.646506370032,-0.10641431508855412
16464,204.12,209.27451000000002,207.4,210.99,214.2,206.83048,196.48812,5620.084541600018,,4710.0,-0.017015024408739768,4921.887246130016,0.12423252538319075
16465,203.919515,207.74642,202.878,207.4,214.9999,205.8,201.90958,2897.7823003200074,,3099.0,-0.021803278688524684,5620.084541600018,-0.9394433256699035
16466,200.20078,205.39908,194.32425,202.878,208.79778000000002,203.8,193.0,2541.840031429995,,2739.0,-0.042162038269304605,2897.7823003200074,-0.14003330834701083
16467,191.71001,202.16242,202.57574,194.32425,209.88,195.0,188.0,4255.71954584,,3501.0,0.04246248216576155,2541.840031429995,0.40272379228686156
16468,200.88,205.42284,210.45389,202.57574,213.0,202.18,198.0,4878.177046839999,,3928.0,0.038889898662100436,4255.71954584,0.12760043250238662
16469,202.73125,212.14657000000003,200.36,210.45389,217.0,209.845,197.99,5966.23619284003,,5214.0,-0.04796247767147468,4878.177046839999,0.18236943876036793
16470,197.99,200.07,201.76,200.36,203.24798,199.15,194.0,3822.2771526799957,,3406.0,0.006987422639249237,5966.23619284003,-0.5609114552713148
16471,191.91,199.84,190.5,201.76,203.105,193.80900000000003,189.21,2885.4645274299955,,2862.0,-0.05580888183980963,3822.2771526799957,-0.3246661382749326
16472,192.11533,196.91595,196.12062,190.5,199.5,195.44,189.16715,3321.632579199981,,2789.0,0.02950456692913387,2885.4645274299955,0.13131134807060363
16473,198.92388,202.40059,201.03527,196.12062,204.98,200.50002,195.908,1934.1403303499926,,2430.0,0.025059323185904647,3321.632579199981,-0.7173689659834117
16474,196.8,199.8432975,196.91,201.03527,203.0,198.0,195.0,1693.3835592499868,,1918.0,-0.02052013062185556,1934.1403303499926,-0.14217497848310218
16475,193.380645,195.98,194.72,196.91,198.37899,194.37,191.36,3219.7234852099896,,2751.0,-0.011121832309176771,1693.3835592499868,0.47405931999171513
16476,191.69,194.86,195.26,194.72,196.97,192.92,190.0,2413.8921380199945,,2537.0,0.0027732128184058753,3219.7234852099896,-0.33383071865463787
16477,195.3541,196.85926,194.8,195.26,198.02,196.21639,193.33,2516.948284720004,,2538.0,-0.0023558332479769514,2413.8921380199945,0.040944880483102075
16478,194.567455,195.6,195.75,194.8,197.0,194.98859,193.441,1835.5612614699976,,1858.0,0.004876796714578997,2516.948284720004,-0.37121453669398197
16479,203.029465,206.69,203.78,195.75,208.78,205.310835,194.8,4743.6033870099955,,4616.0,0.04102171136653896,1835.5612614699976,0.6130449551291439
16480,210.0,215.015,220.759,203.78,223.0,212.5,201.26953999999998,3747.346099520019,,3668.0,0.08332024732554723,4743.6033870099955,-0.2658567586318175
16481,205.01994,220.09162000000003,205.9502,220.759,228.6,212.8,200.0,4478.416641109978,,4824.0,-0.06708129679877159,3747.346099520019,0.16324308347710198
16482,204.98408,208.36131,206.0,205.9502,211.38612999999998,207.0,200.0,3061.851001089989,,4199.0,0.00024180602883612027,4478.416641109978,-0.4626500896077912
16483,209.59999,212.67654,213.79,206.0,215.83161,210.9998,205.0,3409.5192700399957,,3313.0,0.03781553398058249,3061.851001089989,0.10196987945046233
16484,206.739985,212.81904,208.36146000000002,213.79,214.85419,210.0684,204.10248,3031.6023046200066,,3030.0,-0.025391926656999853,3409.5192700399957,-0.12465914966618906
16485,208.96,211.78,211.29,208.36146000000002,214.0,210.196,206.13,2517.7881175899965,,2378.0,0.014055094449808512,3031.6023046200066,-0.20407364044669027
16486,213.46004,216.095,214.48998,211.29,219.0,214.83,210.52,3080.531136679983,,3263.0,0.015144966633536762,2517.7881175899965,0.18267727028933003
16487,214.39997,215.0,214.825,214.48998,215.75,214.73578,213.0,1007.1081656100017,,1633.0,0.0015619377651115186,3080.531136679983,-2.0587887596106587
16488,207.98,214.87566,207.64312,214.825,215.89999,209.37999,206.0,2030.151051339988,,2604.0,-0.033431304550215334,1007.1081656100017,0.5039245158899548
16489,207.8227625,209.9,210.84694,207.64312,212.9999,208.652325,206.33,2066.339232039992,,2378.0,0.01542945415191222,2030.151051339988,0.017513184736988856
16490,210.16,211.06,210.0282,210.84694,213.9493,210.62477,208.5,2574.256681309997,,2253.0,-0.0038831011728222907,2066.339232039992,0.1973064508126416
16491,208.82753,210.06899500000003,208.79272,210.0282,211.66,209.48,207.05,2140.799807969998,,2214.0,-0.005882448166484288,2574.256681309997,-0.20247426766682236
16492,208.1,210.35,210.0,208.79272,211.82583,209.259995,206.0,1994.0443334799904,,1972.0,0.005782193938562595,2140.799807969998,-0.07359689653132781
16493,219.00825,222.168475,221.9,210.0,224.63,220.74,209.36599999999999,4028.553548440013,,4172.0,0.056666666666666685,1994.0443334799904,0.5050222593535714
16494,220.27001,221.6520375,220.88,221.9,222.5,221.10998500000002,214.0,1354.4237954299867,,2372.0,-0.004596665164488554,4028.553548440013,-1.9743670792206325
16495,217.6949475,221.4724975,224.25998,220.88,225.6599,219.73953,214.76,1836.4512477799874,,2412.0,0.015302336110104987,1354.4237954299867,0.26247767422778273
16496,228.11499500000002,240.23,246.0,224.25998,246.88,233.71,221.55,5270.805410380016,,5567.0,0.09694114839393107,1836.4512477799874,0.6515805261633474
16497,240.6850175,247.162515,249.83,246.0,252.0,243.7,233.33302,5386.575238680049,,5524.0,0.01556910569105696,5270.805410380016,0.02149228835953315
16498,247.2,253.08,245.6,249.83,260.0,250.198215,240.05,5770.70983902005,,5304.0,-0.01693151342913188,5386.575238680049,0.06656626499266732
16499,242.8001,245.86478,247.99,245.6,254.48051,244.10732,234.0,4324.100506080004,,4168.0,0.00973127035830625,5770.70983902005,-0.3345457236495789
16500,247.65074,250.8,249.86999,247.99,253.92829,249.0,243.5,2750.962285670001,,3087.0,0.007580910520585476,4324.100506080004,-0.5718501589805921
16501,250.1,253.0,253.26,249.86999,254.89,251.27999,248.0,1162.7214715999978,,1065.0,0.013567095432308577,2750.962285670001,-1.3659684222434259
16502,250.66867000000002,252.32625,250.52629,253.26,254.0,251.02001,248.0,1079.8580525999982,,949.0,-0.010794085129906034,1162.7214715999978,-0.07673547351940144
16503,256.09,265.0,266.82031,250.52629,268.76017,260.16426,248.48002999999997,3564.3148801100097,,3935.0,0.06503916215739282,1079.8580525999982,0.697036291988134
16504,269.98999,274.4075,270.0,266.82031,277.8,272.5,264.31677,4909.470705180067,,5078.0,0.011916971387972652,3564.3148801100097,0.2739920259939142
16505,275.9625075,278.5,279.38,270.0,280.0,277.10001,269.83695,2739.238842319999,,3326.0,0.034740740740740725,4909.470705180067,-0.7922755143987332
16506,276.77252250000004,279.2775,278.39,279.38,281.64917,277.82000500000004,275.01,3197.0598745499988,,3274.0,-0.0035435607416422405,2739.238842319999,0.14320064377725805
16507,273.51998,276.91912,270.69,278.39,279.4,274.88259500000004,268.0,2970.1669529499986,,3636.0,-0.027659039476992667,3197.0598745499988,-0.07639062894247338
16508,270.46129499999995,272.04169,269.90604,270.69,274.08,271.18542,268.15,1578.4684210099936,,2063.0,-0.0028961542724148625,2970.1669529499986,-0.8816765121278242
16509,270.38,272.98,273.69681,269.90604,275.66591,272.1,268.28258,1037.5923090599981,,1531.0,0.014044776471100863,1578.4684210099936,-0.5212799933337976
16510,275.35,278.66195,275.53002000000004,273.69681,279.89999,277.182695,272.41638,2114.326025619987,,2498.0,0.006697958956847206,1037.5923090599981,0.5092562374547968
16511,271.96193,275.620005,270.0,275.53002000000004,277.48900000000003,272.94,268.5,2159.0718464499955,,2343.0,-0.02007048088625709,2114.326025619987,0.020724563151328607
16512,247.0,261.52999750000004,239.85894,270.0,273.45,256.95706,234.021,6535.255027810103,,5754.0,-0.1116335555555556,2159.0718464499955,0.6696269943158625
16513,243.000005,248.9,248.33969,239.85894,253.0387,246.95883999999998,235.51,4759.229700450039,,4647.0,0.03535723955087937,6535.255027810103,-0.373174954592362
