candle_24h,nbTrans,volume,fee
16310,70212,740835.0211738502,0.061633434566473966
16311,68614,593794.3241105699,0.06133991423529413
16312,61075,597886.4286112904,0.05017597263736264
16313,57620,512187.38459756016,0.04724890611702128
16314,70383,708067.73216983,0.0802410549264706
16315,71909,574265.5103343701,0.0788914293877551
16316,71868,502331.38738708996,0.0658406177514793
16317,70810,451973.7911088703,0.07086957797468356
16318,68038,494053.52591203037,0.07614292882758623
16319,63369,316335.5748755898,0.053711228938547455
16320,60352,372332.0463590999,0.12767935767741925
16321,75766,502091.93304955994,0.08475130861111108
16322,81804,518773.26940678025,0.09667374342465755
16323,72558,472432.4856098099,0.0812028008280255
16324,66026,449455.9751351402,0.05970935523529412
16325,68384,461999.16477574,0.06951155103896102
16326,61246,329720.3027928299,0.052735774475138116
16327,67655,370679.11657083,0.07110278455696205
16328,79113,467717.9918152098,0.0778433774683544
16329,87234,434785.75789943995,0.0839276241520468
16330,80305,477371.02960152,0.06596702134408605
16331,77305,703906.6873299001,0.0689031750837989
16332,69437,709207.1747237399,0.06205139748538013
16333,63026,753370.2637527504,0.057860184772727294
16334,59800,801876.1425695198,0.05693391951219509
16335,73289,539538.2129001501,0.06973006738095237
16336,77283,788111.1370895802,0.08495944053333335
16337,74764,908964.6418213096,0.07909542506410254
16338,78519,679083.2114178402,0.07680285720930233
16339,72555,564149.0044238498,0.3570983842537313
16340,63157,519112.44034608005,0.07816178447761195
16341,61364,459790.62472955976,0.0816664062307692
16342,77893,703399.5977490102,0.08898877591240871
16343,78006,666870.4414340504,0.07925849281045746
16344,78728,700421.8543042998,0.0832615947096774
16345,72131,604404.41362602,0.08153745594202902
16346,75251,728427.3320980896,0.08292385458904108
16347,66851,653042.7003939905,0.0818206692207792
16348,67330,928155.2010335496,0.07038148207100589
16349,77934,1129656.5354239102,0.07826781180124223
16350,79069,863049.4236628799,0.09970394858208957
16351,78779,904573.3585263202,0.08702172756944446
16352,82789,974536.0041403496,0.09394864027027026
16353,80641,983239.6454385602,0.08353494812903227
16354,65020,585164.33641766,0.0720939702083333
16355,63509,473902.13031521015,0.07443335385135137
16356,77942,777900.5169417497,0.084542164516129
16357,81364,892500.9107615397,0.1004966865909091
16358,76254,1203855.5949559694,0.08311572655629137
16359,75988,1057425.4197648,0.08238341533783786
16360,70829,917671.7870074096,0.08241644366197186
16361,66477,601562.3426639702,0.06311396902439026
16362,63255,454054.11803526006,0.07934377090225565
16363,82700,830307.6779118897,0.09456901890510946
16364,81617,580884.0190040598,0.0850442694771242
16365,79897,863754.5982136603,0.07953375779874214
16366,79773,1083149.3226655805,0.08385076152317877
16367,77821,712708.3664282694,0.07756690999999999
16368,71771,914270.9944669999,0.07123130606451614
16369,70979,873318.0025235501,0.09006452991999997
16370,83977,1075298.6676551197,0.08506850276729556
16371,87942,844179.0834758293,0.0968289703623189
16372,93655,799604.9965759097,0.09208315606451609
16373,92715,715325.95702894,0.08161274494117644
16374,85680,1292593.8455687603,0.06849697010638302
16375,69641,696487.4210663703,0.0791780483647799
16376,77170,551998.1463925601,0.08158861064516126
16377,90351,1077667.4961424097,0.09814031307692307
16378,87625,1137175.1292679405,0.08346993555555558
16379,89460,958586.3654075298,0.09708807144927532
16380,94296,755795.9708100897,0.0936345082467532
16381,83957,859523.14999217,0.089460539
16382,74550,595471.2994499502,0.07221814450980392
16383,72212,536383.1464256798,0.10030382466666667
16384,88994,937478.9674622199,0.09131788993197283
16385,85618,698875.89920079,0.10367567155038764
16386,95579,1115072.5106243999,0.10287090884353745
16387,93274,1657534.6187745894,0.09961248268965515
16388,86332,954689.8513357507,0.08539079487012985
16389,73242,811752.5168564206,0.08001094921428568
16390,75479,724034.54454651,0.07684945126666667
16391,88354,838436.98664857,0.10486436409722223
16392,87524,983866.1459613403,0.08484896279220774
16393,85271,940122.15663453,0.0933365529787234
16394,89388,1039330.4071655201,0.09621775731884062
16395,82189,1318952.5221946407,0.10025279086614175
16396,74721,790590.7803521702,0.07146058616883119
16397,77283,600423.48273607,0.0838983774647887
16398,85807,798399.7886173404,0.0889987394557824
16399,86134,970483.0311384002,0.09232271727272723
16400,84059,1035796.4666527201,0.08799844897810223
16401,84682,997888.1183899693,0.08505146234042553
16402,85912,1348602.66606975,0.07888988851351354
16403,79098,978881.2496573,0.07059484993630571
16404,85013,980576.3634216798,0.07995904668750001
16405,97623,1310227.6194129903,0.10702047230769232
16406,100188,1374780.78604757,0.0952542899333333
16407,99348,1221569.8802191596,0.11777347793103453
16408,98297,1068188.73696796,0.10137605739726024
16409,90900,1159419.0533023707,0.07937402987179483
16410,81161,616557.5924854801,0.08141387080291973
16411,74796,819196.6876638703,0.08662539253968253
16412,90746,1654310.7673350705,0.09682478092024539
16413,90220,1153236.9624581798,0.08867691035211264
16414,88798,1324896.8268661012,0.08743673860139863
16415,83842,815209.64370502,0.08078237222972974
16416,81297,973005.7947530599,0.08203180907801419
16417,76207,703931.53514334,0.07104446602739728
16418,79703,620021.6771250402,0.08564274212765964
16419,95034,879169.4555253,0.10081751276595743
16420,101093,987574.4758295703,0.10539853902097904
16421,98444,1131649.1133956101,0.11862422999999994
16422,96464,1157276.44761088,0.10744392511627902
16423,95424,891657.2473096001,0.10827070124087589
16424,86901,716846.4379484301,0.09058356552238807
16425,79072,954281.5029885703,0.08596155810606065
16426,96511,1012482.5761878502,0.08537805853658535
16427,99107,1207118.42398798,0.09385227253333338
16428,82395,830833.3137416699,0.07259751830065354
16429,67914,871429.2281642298,0.058934796075949376
16430,76187,711715.3026025504,0.12696222
16431,76814,660397.5181122101,0.11296768374999999
16432,75133,694356.8396377801,0.0722596170414201
16433,84228,807518.5307237299,0.08859864743902438
16434,85017,1096629.9229203705,0.08943252116129034
16435,77442,952998.7507876299,0.07491798072368422
16436,59708,473189.4398413303,0.04910843090909092
16437,79287,732227.1628008998,0.07165273509090911
16438,82300,841797.2527124295,0.07282879413580245
16439,86606,1154738.1314859893,0.1271360898837209
16440,95585,1138485.2908289,0.10314971019230772
16441,87885,1168493.5670854708,0.08133985139240509
16442,89916,1244955.4700468401,0.09131064128571426
16443,107423,1452069.2176551598,0.11099596823129244
16444,102333,1260919.0032147309,0.10872271085714291
16445,104874,968388.56048263,0.10379911374149658
16446,90616,1238480.6100839204,0.08733589729032257
16447,99177,1034628.2951211898,0.2321868408450702
16448,103220,1781949.8469803997,0.12295286464566928
16449,104765,2405987.3663025796,0.10499859744827587
16450,120426,2579937.101188599,0.11424978112582787
16451,104699,1954797.0475564997,0.10499324374100719
16452,91092,1132467.3995659107,0.09727116644927536
16453,83434,977499.6903822996,0.09093066248366014
16454,98242,1003655.0643819602,0.09946210215277779
16455,99005,1419242.5008881306,0.12190245271186438
16456,96959,1429334.28011065,0.08993489738255031
16457,93535,1218139.9002667,0.09910427303703705
16458,92011,1031664.1761011898,0.11034156387096773
16459,84102,1197969.4524697196,0.09232706055555552
16460,86653,939864.9634650605,0.10650854592
16461,108353,2119173.18572361,0.126318127007874
16462,99135,1167824.9760579104,0.09384463355704697
16463,85233,931084.9774775004,0.07068698670731706
16464,90902,984559.1860377402,0.07464134298780489
16465,81068,891182.4051136803,0.08124453768115943
16466,86382,784966.0129817899,0.07560954650602413
16467,78893,756266.9783354701,0.07221273251612902
16468,85987,994219.9032991803,0.07836793805031446
16469,91793,1303829.04235944,0.10295184062992127
16470,90866,1217061.0549374002,0.07911609647798744
16471,86845,1249781.0654782802,0.07627677710691823
16472,85705,942154.7112055495,0.06614730576271186
16473,85759,631807.1592300799,0.07402845094339623
16474,82679,642136.1200301499,0.0890360325757576
16475,104326,868087.9711127101,0.09208803962732925
16476,102975,837890.4053345098,0.09956324034722222
16477,97023,875606.39758554,0.09116419708860761
16478,87442,740672.0484486,0.10550439487394954
16479,114618,1040879.2293686199,0.12006644897260275
16480,98775,706089.3879606298,0.09386086487500003
16481,85275,736503.3081769197,0.09873244100000003
16482,104632,735152.0296523204,0.09794055541401274
16483,103007,802089.4347478697,0.10718904436241611
16484,105511,857551.9406021801,0.08940349688622752
16485,94473,711125.5962840902,0.08175891584337353
16486,98665,793552.54647833,0.0955536708227848
16487,88001,616881.4480423102,0.09144839788732398
16488,84787,474266.83427408966,0.08173936026490067
16489,101515,832204.4271418094,0.10228698929577469
16490,105090,734786.2293965097,0.11175110248062016
16491,105394,830420.6323400597,0.0958086767924528
16492,100804,1154631.4280786999,0.09397341500000006
16493,101474,1508199.8355765305,0.0946753464473684
16494,89622,628790.6250346901,0.09504113345070424
16495,88430,1270787.31635279,0.09952090464285715
16496,104612,1915158.7455503705,0.09707663278481012
16497,110981,1119273.2676252297,0.09901270759493679
16498,98529,900939.9947809199,0.10381927921428576
16499,100916,1093256.0290623896,0.11262240280303033
16500,94348,830537.3209210001,0.1136761683108108
16501,91493,1141867.1225833,0.09333276421428574
16502,87527,2274954.46698581,0.08471413564102567
16503,105518,1126931.7789736402,0.10915534034722224
16504,105541,1129610.6180622997,0.10103481796052631
16505,99864,882305.8215459201,0.09872327409090909
16506,97043,1062466.0000022799,0.10685986335877863
16507,96119,941382.3825536402,0.09394519739726025
16508,89511,803088.6926328598,0.09426992809160308
16509,84965,580614.2872372296,0.08372858916083917
16510,105218,942371.1834533795,0.10887650884892087
16511,99561,791384.6679797097,0.11017216843750001
16512,99597,1530251.6016839102,0.09910088000000004
16513,107287,1106751.9802223404,0.12152358145985398
16514,103412,828297.5006383898,0.11822691860294121
16515,92836,648767.1488428399,0.08779190357615894
16516,90586,494624.09466146975,0.0925289659859155
16517,106018,895888.9199543395,0.12118018648275858
16518,92895,962643.65682043,0.07906835751445086
16519,97138,1074177.8255451594,0.09736014080246914
16520,101251,992108.9417493901,0.09821578094594599
16521,99549,1010167.3025967597,0.08178824444444445
16522,87375,636684.3900685599,0.08504738736486488
16523,90516,560267.5254887299,0.08342655352941175
16524,106355,864869.1159149999,0.1088583535915493
16525,115184,853657.25165509,0.10874062799999992
16526,119165,1078469.8796880904,0.12726292500000003
16527,112412,788290.3203545802,0.09470782530120486
16528,104546,741739.1985708894,0.1023275198630137
16529,89651,466174.8900898903,0.08984596699346409
16530,95023,456585.22120487015,0.10026755756756756
16531,107424,744574.9258053901,0.1276413461111111
16532,108738,799012.3878255001,0.1032951530263158
16533,110841,922913.9754176901,0.12925822216000002
16534,116637,887437.7490017902,0.14195131894736843
16535,112917,1018150.3900094597,0.18297104664473682
16536,99429,629073.6506863699,0.11867860500000002
16537,86999,482927.67354369006,0.11016873992187498
16538,115456,932872.7986851203,0.11074751666666668
16539,110204,993488.8536281104,0.10759859718120798
16540,107606,817384.2247443701,0.1268667707377049
16541,99177,1146338.4579321102,0.10178690840579709
16542,103157,1156034.68152983,0.11685088373015871
16543,97738,778686.1296660999,0.09129565123287671
16544,91175,1011429.5653854702,0.08981577868965518
16545,116746,1313191.5091363199,0.11049885545454541
16546,112535,1268863.5885936692,0.10095513065359477
16547,111878,1313270.9868734784,0.10436918421052627
16548,110287,1147684.00810183,0.2213980062307692
16549,108681,1252977.6139047402,0.125535375483871
16550,98548,942688.7252128805,0.6096301303067483
16551,92999,1104967.22295089,0.09332340173611109
16552,113775,1339966.49215276,0.11477542934306574
16553,113193,1314843.5505565791,0.10560436235294114
16554,117260,1283313.52130591,0.13290240370078737
16555,112983,1202395.5586567398,0.12486797880597017
16556,99560,1222705.2791578302,0.09282203290540543
16557,95102,841138.9668841704,0.09518157693877552
16558,84609,814759.6843475096,0.08755595581560287
16559,102567,1245101.8145051694,0.11669379359375
16560,115348,1209226.60023041,0.10599059915584418
16561,111802,1183310.7108840602,0.09808201397515533
16562,111125,1305959.2521571894,0.11344177042553188
16563,109221,1095196.2334752094,0.11069420959999995
16564,94716,891165.6800215299,0.10346851341085275
16565,89409,964880.0029374302,0.1208174527131783
16566,111374,1185811.5869576593,0.10969360215189873
16567,110101,1053433.9082844497,0.10704044840000002
16568,108858,1116788.2123346603,0.09556556141975307
16569,101584,1045569.8101567699,0.09130466006493505
16570,105215,946539.27314103,0.1028979344897959
16571,90686,766837.9326356399,0.09934574189393937
16572,87135,624835.5806419601,0.07646017789473684
16573,98578,943037.2217694403,0.10306464951388888
16574,107346,1197521.8933339396,0.12067676792307698
16575,106888,1097789.8174926399,0.10372687379310344
16576,98291,951394.8798765299,0.09335792554838714
16577,102770,1306168.0983412396,0.1111445336956522
16578,86279,952580.49243369,0.11389023383928566
16579,94044,726332.1559719199,0.09263199369863015
16580,106086,944628.1899099,0.11011451248226953
16581,108384,1012801.8402888802,0.12534385270833334
16582,108089,1155364.8812966007,0.11594997442028983
16583,110980,1013080.77031102,0.1230901020454545
16584,124047,1082144.4963514002,0.11576696759740257
16585,127801,910677.7551352598,0.12530931764705877
16586,98557,937867.5696194202,0.2663757605405406
16587,128685,1511982.9885514702,0.16442410098484847
16588,128207,1427614.34935346,0.12373768446666662
16589,127589,1374085.349457311,0.1270633740845071
16590,118346,1241860.2491724603,0.11932515468085104
16591,110201,1447942.0917095803,0.11529938333333332
16592,92696,1067922.86044114,0.08006156528089885
16593,83627,985928.1827905299,0.08699825912751673
16594,108173,1129649.8786846402,0.11047009878980892
16595,121638,1280040.3358912398,0.11733252913907287
16596,131279,1315885.1468461303,0.11883420106508881
16597,120403,1270691.6954846694,0.12888986355555557
16598,126891,1367980.3130966697,0.12931385838028162
16599,105843,1059041.01432132,0.10630526226415098
16600,103036,1314421.1875177303,0.10799650918918913
16601,129344,1488085.1458465795,0.13797920666666666
16602,121541,1882331.9780256702,0.17061690796610168
16603,133122,1896661.9932470105,0.14843479455696207
16604,124934,1470724.0438603295,0.17523140974358972
16605,125222,1862738.6554646895,0.18575132115646265
16606,101996,1106549.1839157003,0.11457762186567165
16607,96654,982028.3725665001,0.11352406564516125
16608,116004,1095639.8925503006,0.18252808947712418
16609,125560,1159177.86445754,0.13388948492857142
16610,113093,1151794.2708024895,0.104841546025641
16611,111468,954825.2733134602,0.10982401999999995
16612,116432,1523303.49053893,0.11792362785714287
16613,106004,1268853.97409763,0.12978614232558133
16614,99145,825968.9503403,0.10918430425531915
16615,124180,1334497.0974736905,0.13358953085714284
16616,155837,1669784.4943558502,0.20652939082758615
16617,144139,1307566.38408264,0.15762442333333346
16618,142119,1346062.70758696,0.1576996089610389
16619,129719,1256857.348465379,0.14157878490683232
16620,101999,896580.7214943399,0.11453566282894737
16621,116531,1157771.1260081101,0.14858119035211267
16622,174070,1515223.3255910708,0.19663336464088405
16623,193292,1272507.3413845696,0.32643623134328364
16624,201747,1278701.8229042212,0.31541293850931684
16625,191163,1327555.3479636405,0.302104414962406
16626,193020,1846251.5277427488,0.24266169149350658
16627,186200,1282132.2116623505,0.2615806127027027
16628,208685,1265050.1433552003,0.3286215838518521
16629,159695,1377993.236697111,0.21802782101351348
16630,122716,1301313.2185858097,0.20289931187500013
16631,115664,1280438.9214600003,0.17092678392156865
16632,114481,1410174.46432882,0.20449727686567168
16633,116829,1196143.9007135408,0.1635219523809524
16634,130695,912672.7823417399,0.2923288608724832
16635,120887,741667.3192492896,0.12919584802631584
16636,125770,1019544.1301885494,0.2562699021153847
16637,133785,1072092.5710559501,0.20215218748031497
16638,131259,1066782.2287896792,0.1776798246103895
16639,108877,1145989.55647942,0.18760708707142865
16640,109918,1237475.7199233903,0.13772793816568044
16641,100555,775368.3685357795,0.13146223344155836
16642,92776,605701.15915549,0.14701712590277782
16643,115206,1024792.3733058897,0.21032093899328866
16644,119182,1230435.8523001298,0.20630682411764714
16645,143200,1124862.8712605604,0.2565962945394737
16646,123577,1045771.38149004,0.25392739007462695
16647,147503,1036533.2083500201,0.25005729357615897
16648,147481,795128.0457665601,0.210801131935484
16649,103600,652971.4522552697,0.13786900423841064
16650,119844,1039238.0103646095,0.17258082121019103
16651,132547,1190335.5515066308,0.2587195806617647
16652,133758,1251881.9519938203,0.2548728422556391
16653,134838,1164782.0996429203,0.25909303671328665
16654,111345,1135247.9661339396,0.1829204640145985
16655,101512,1260644.0419066402,0.13917581422360253
16656,90534,1243911.31982422,0.13382736964788733
16657,116841,1252737.0540344203,0.17106976886227543
16658,114741,1189959.0041697302,0.16105170641975314
16659,117898,1367337.1758412805,0.20311835746031748
16660,117507,1476997.2123501005,0.16792688442176865
16661,111255,1396733.7610488497,0.1708618472535212
16662,94944,1051601.12839156,0.1498110832116789
16663,89498,1102992.1446406692,0.13734427608695654
16664,115049,1534698.4144735201,0.1599002214285715
16665,119798,1838006.1403151592,0.18159330404255325
16666,120151,1672000.1938903695,0.1549277975
16667,118230,1614044.40955466,0.1718369477333333
16668,113792,1443062.6605751005,0.14063342103030302
16669,105665,1298520.2888076794,0.14175883512658233
16670,94529,1054276.8878365601,0.1543288520149254
16671,125368,2044762.559241031,0.16913150529032253
16672,121973,2090682.3965246296,0.18696720074074072
16673,122852,1602665.0823333305,0.15626367316770187
16674,120079,1521364.301735919,0.17426953072992704
16675,120385,1696745.70956622,0.1576932818064517
16676,107489,970603.2076513497,0.13349518881249994
16677,98339,796372.9679331997,0.13009817473333332
16678,127260,1289203.0263143305,0.17559950292993629
16679,130410,1450189.3593363399,0.16406214181818174
16680,150066,1420760.4037392593,0.336802589125
16681,128682,1244428.4571727994,0.1916046239041096
16682,103973,1126207.63630026,0.16078815326923077
16683,124218,927671.4473111497,0.18943694775510206
16684,106293,974590.2220554702,0.15188605152777773
16685,125467,1037449.43822172,0.19541874328947356
16686,125379,1405755.7252458197,0.18839391654411766
16687,126457,1322667.4897244403,0.18234074348993284
16688,124951,1388529.8126110395,0.1625322125146198
16689,180002,1229166.2866688194,0.24100833993670884
16690,137740,792194.7014388099,0.21544189296296298
16691,146048,857284.6869776298,0.1679889151655629
16692,166715,1274802.3645335604,0.20540454526315782
16693,162999,1328808.2468498596,0.18049936568750008
16694,167269,1447703.3513568605,0.18383566873239449
16695,259279,1313550.1106781587,0.18831870499999998
16696,161504,1294189.4377599405,0.1728029548979592
16697,114851,1103841.7104861098,0.17397635432000005
16698,109158,921339.93116026,0.16604281640625002
16699,131679,1626346.8854807897,0.21797351333333337
16700,136784,1509301.54905111,0.17724331713375788
16701,131400,1275111.3866195395,0.16153086025316463
16702,125367,1218839.3838038505,0.17339011021428566
16703,128166,1377613.4355870597,0.16536267530487797
16704,115622,1031722.8631770399,0.17005665163265316
16705,108749,762307.9736229805,0.1475667897315436
16706,138570,1498942.3258588307,0.18384532496503495
16707,140664,1708232.2534477594,0.15733649252873563
16708,139848,1427955.3167106293,0.1810350681081081
16709,134327,1594273.5170091195,0.1934703536241611
16710,139746,1736936.1732496505,0.18782969681159412
16711,119567,1014633.6462569699,0.14956155903448273
16712,103531,875921.70145288,0.12657110535947716
16713,125548,1376046.4607886802,0.15260762666666663
16714,144510,1746893.7855200702,0.18173677725352105
16715,134931,1467287.9311719404,0.18772709804511276
16716,140348,2024493.0394235696,0.19190569514285713
16717,114644,1285576.0875569207,0.1833482971428572
16718,127005,1202360.83765817,0.1550566890624999
16719,104550,984354.2715227497,0.13255539287671236
16720,134410,1420597.1012291505,0.1793678735211269
16721,134878,1686833.0940190589,0.1820781604379562
16722,141985,1712379.2680132692,0.17866110407894734
16723,153495,1988422.6984714193,0.1710066196987952
16724,143286,1850429.227167901,0.19691794374999994
16725,135911,1528651.216461309,0.19858036492647055
16726,119706,1078549.9724794505,0.1577802916551724
16727,144002,1486567.8293098493,0.17156816630303043
16728,146355,1570392.1791671705,0.24710396789062505
16729,150199,1415030.64167153,0.19724574104166662
16730,147402,1578891.0610987705,0.19873032162162163
16731,143468,1457532.56793875,0.19282399288590604
16732,140128,1366695.1710008797,0.18544724724137937
16733,131488,1420121.2190067999,0.16019178832258063
16734,116400,1557555.6234375,0.1625006117073172
16735,153740,1841851.1011985005,0.19752862843537417
16736,160175,2018300.8073947304,0.2166697502158274
16737,161062,2350028.9271913203,0.22491430019867548
16738,166695,2570362.4957310488,0.1873900728070176
16739,155400,1859735.4559810404,0.19418156578231294
16740,152488,1728973.1351911793,0.17872386241830063
16741,171724,2572733.0698924595,0.2172819149673203
16742,186561,3667551.737446299,0.22176621025806445
16743,204228,11058278.803100515,0.28975340761290314
16744,182820,3728245.0619872278,0.2337782593150685
16745,166893,2801172.947535499,0.22290479006896544
16746,151343,2273606.09681041,0.1695975810526315
16747,132550,1951961.5711854405,0.16862523848920866
16748,159833,3077509.8109542695,0.19861340402684563
16749,161961,2949154.026518011,0.19997622342465757
16750,158734,3405074.01788044,0.16624116446428563
16751,157564,3009612.524537142,0.15983762521739134
16752,154080,2842723.60196653,0.15870394824999998
16753,150474,3101801.956602642,0.17236058626760573
16754,143391,2171997.4808055307,0.14381050612500001
16755,158316,2677886.975692879,0.1606628004624277
16756,156688,1941829.0023685307,0.17651359617449666
16757,165182,1817913.7214886802,0.1788471134640523
16758,154507,2040120.0684153906,0.18906698448529416
16759,155774,2234969.7923117694,0.15414022838323355
16760,150836,1483388.69583035,0.13678470643678156
16761,129659,1143630.1719317797,0.13548846197674425
16762,145272,1346455.3663182096,0.15734362104294475
16763,152324,1443783.4709255304,0.16104651032051284
16764,151597,1884928.3560519698,0.1788990758783784
16765,164671,2121111.6662283405,0.15880944806818192
16766,161425,2184786.01853554,0.2020621441353383
16767,165676,1963586.1313398494,0.17189712603896107
16768,129850,1385292.6048647198,0.14880982120805372
16769,182648,2456831.9572129203,0.21167189154320976
16770,178112,2486562.891157079,0.1871762604191617
16771,183521,2751513.0901799304,0.20183194770186338
16772,163224,2068269.6116287396,0.20776846323943657
16773,173276,2677545.434734629,0.1869972472549019
16774,186168,4911044.71853554,0.17757398565714266
16775,179712,5488139.031696649,0.19099113597484277
16776,192830,3198317.6556779505,0.22468231421768706
16777,195221,3008976.095453821,0.18735743108571423
16778,219387,3927901.761582268,0.2210526985119047
16779,212036,3245902.977829182,0.16618913972222227
16780,210259,3776131.779715938,0.27048164575
16781,204141,3362852.45151952,0.2281581949382715
16782,189914,5207976.688724672,0.23416669246478874
16783,231934,4860148.7612474905,0.20820755738461535
16784,223786,4358110.043966222,0.21836949999999997
16785,220674,4435070.19662507,0.2298888326380367
16786,216235,4177669.1026816587,0.24281338135483888
16787,213999,4061575.2695554206,0.22371823467455626
16788,213876,3879031.1997441812,0.22443955955414016
16789,193951,3946297.3234737893,0.2032291447878788
16790,229448,5318363.760858768,0.27592567691275155
16791,222717,4795572.960438568,0.2608709316666665
16792,221075,4488757.242760405,0.25358329872611474
16793,210228,4684927.76032665,0.2633052605072464
16794,180474,3913034.4978615693,0.18267417450617293
16795,179291,2698619.512888561,0.1833224009356726
16796,160271,1447421.0165030307,0.1320221718536585
16797,173129,2152309.075870461,0.2062544162251656
16798,184689,2157814.7299506613,0.19723603685534596
16799,176460,2293113.43904031,0.18659839915151516
16800,155362,1162597.6261931902,0.1796246959154929
16801,124092,957481.3386062601,0.14682078503703708
16802,149038,1037919.8070221998,0.2163862399310345
16803,142608,898547.9590567494,0.16608999165517246
16804,181354,1067068.3864187996,0.1698720612154697
16805,182371,1392599.1975862395,0.20559533038216563
16806,172019,1338104.2559595197,0.21598210255319153
16807,190408,1609819.0308928792,0.25199430700680275
16808,181407,1195551.7299742103,0.1880348149132947
16809,179968,849532.15428726,0.2001585312582782
16810,161317,1160859.9318749704,0.15975886319999993
16811,191196,1824150.7717899496,0.21120097958823533
16812,194874,1280395.9668816295,0.2041617512941176
16813,188131,1409539.8906839895,0.23161853033783783
16814,183182,1228523.94450483,0.23925480255639092
16815,183642,1728312.7695804506,0.29312062754098367
16816,191300,1473914.8592008597,0.24488287859154922
16817,204128,10358180.687542446,0.24057480132450335
16818,213905,9462153.273506247,0.22820945346820803
16819,186858,8804629.111095322,0.29833388593984966
16820,209176,3966666.4463776187,0.3058854283552633
16821,222809,5282227.943469682,0.3679153759854015
16822,213683,7717679.82261773,0.256611338125
16823,190400,29768145.4690689,0.21563627636871502
16824,201466,67354762.23550704,0.23500253900584786
16825,222150,17367466.23097429,0.2838516444444445
16826,230523,10394314.610622969,0.29385316443750004
16827,229677,13896094.575146053,0.3169580885806451
16828,225025,6084369.445437649,0.3248940542465754
16829,224394,7175478.216556758,0.27798953171597623
16830,194885,3516556.313785808,0.20887900326203204
16831,176045,1704471.939349129,0.19090522392265188
16832,222398,5353569.417849045,0.34775367608695645
16833,241722,3818602.5454266286,0.3258015256111111
16834,191224,1577346.1479452406,0.2498756033519552
16835,200661,2485172.4906586288,0.22700900547619038
16836,225488,3487723.1790085593,0.22890733781914893
16837,224339,3139421.8724663774,0.2010571966499999
16838,212214,3041628.9368240605,0.22118458119318182
16839,224755,2629156.6783022187,0.28472117128378377
16840,230661,2223491.6810094295,0.23689904255681815
16841,235527,2646048.0917411107,0.27500978103658524
16842,220934,2657689.200976408,0.23049491708333325
16843,202527,2665208.6413486493,0.2282902867251462
16844,184704,2597662.704573672,0.22388769487179475
16845,185902,2779445.350359499,0.21165839349397583
16846,220349,3880471.863233909,0.2770835426973684
16847,215940,3966772.1824364387,0.3058182133333335
16848,227235,3984892.8377301004,0.2828688751612904
16849,212979,3852448.4485963304,0.2564449302366865
16850,217498,4783198.273530629,0.31686010606896553
16851,215821,4133256.0535995113,0.2758872364
16852,206617,4198945.523754611,0.31498075859375
16853,237807,4461914.9470583,0.36076008984251984
16854,244770,3962962.20967091,0.3556121865441174
16855,224290,3681674.875500542,0.39108314966101715
16856,216290,3095841.030488889,0.2960740829032258
16857,203633,3287558.9916284513,0.30249878714285705
16858,182177,2530526.519534321,0.25400183306122437
16859,233436,8486292.939031623,0.3320038736567165
16860,265320,9924706.546078932,0.41565010706766903
16861,277094,11003614.978868688,0.42599999851063824
16862,270206,5716209.12695653,0.586963407388535
16863,221652,3528608.9276559604,0.4155087611111113
16864,207485,7461412.16075884,0.3326643400645161
16865,234992,19515216.283606578,0.41384730160000005
16866,161739,2011705.8765547706,0.26435550148648645
16867,183255,2900051.6740983813,0.3288688559398496
16868,199741,2286635.926754649,0.29109570272727275
16869,190388,2065424.290871849,0.3254790632738097
16870,188726,2439731.629111029,0.26502753651612904
16871,189816,2364181.047289261,0.24854779412500005
16872,168013,1829899.0628472702,0.2389296340972222
16873,149803,1621259.9944442906,0.26919178894736845
16874,191341,2416469.2250018492,0.27011174828947354
16875,202471,3179154.9128203983,0.2660016313664596
16876,211992,13343936.375407567,0.3157661843421053
16877,208319,7984729.776270562,0.3285685164539008
16878,206022,5239445.107604231,0.31540420588235296
16879,177478,2190183.07291341,0.2526093399264706
16880,178143,1773449.0363275413,0.2311415793835616
16881,199006,2041577.70603486,0.29592735503597123
16882,205208,2235032.30981488,0.28809244695945935
16883,186808,2066836.8877560108,0.25739307000000006
16884,190242,2287819.4965144997,0.26222874687074843
16885,172309,2113238.6188386898,0.22399572739726029
16886,159049,1505132.4905078895,0.23419853529411766
16887,160266,1737057.9570579112,0.2251842090780141
16888,196080,2086417.6563496408,0.27148392452941184
16889,197389,2116086.67523562,0.3680933822292994
16890,201028,2032137.5717949492,0.3112479736054421
16891,206476,2188915.91051542,0.36895079895161287
16892,211922,2181489.10641936,0.34789343398692796
16893,183503,1758765.06294308,0.35729319446043173
16894,178429,1561627.9731343593,0.30691723133802823
16895,208929,2132110.885077981,0.2715771550602411
16896,216176,2257744.577003121,0.30920917270967746
16897,219290,2397382.26260875,0.3722850568789811
16898,218463,2739799.394983168,0.32183617884892085
16899,214191,2728055.143454329,0.30234298041666663
16900,196441,2249002.685777699,0.22557789493827152
16901,186929,2004292.9895296611,0.19220049502890166
16902,230040,2571238.4810936297,0.3275296539215685
16903,240206,3495580.000771882,0.34297045662162184
16904,223506,3218812.1948947688,0.2789216348780487
16905,227928,2964839.21267847,0.2735561281097559
16906,212178,3822217.7964883395,0.3213924267625899
16907,182004,3051672.7875677706,0.24726964869565204
16908,192428,2619262.3943402288,0.21696593196202527
