candle_24h,nbTrans,volume,fee
15818,61668,1580194.3889649797,0.3645129882142858
15819,65023,2164362.8120211903,0.38575230907407415
15820,62566,1637341.3688474617,0.35215225116279075
15821,55264,1179467.6821496608,0.23742105327485374
15822,44369,808262.6565264098,0.26543490142857157
15823,41879,579461.8821521898,0.1852652079661017
15824,51776,1889559.7793681002,0.262775367183908
15825,47599,1003343.6282107198,0.3070379290604025
15826,55327,1350721.8914078893,0.2707677982119206
15827,55429,907309.0850268899,0.3921940589552238
15828,51412,809308.0039576798,0.33181638459854024
15829,50261,504688.3551805999,0.287219357672956
15830,50332,638182.8298889399,0.2216064623030302
15831,53340,858406.0151643702,0.3189464463253014
15832,56735,973835.1190184798,0.2780632747023809
15833,50439,832093.7626809301,0.31516752315151514
15834,66774,695397.0384760398,0.4017625244512194
15835,67881,915183.6766237102,0.37369960040697664
15836,73402,675124.75254437,0.33899852274725273
15837,65428,562565.7028010498,0.3367531252976188
15838,60998,1122091.9656582095,0.3362622507471265
15839,66470,784332.1775620605,0.37264976116883103
15840,64171,752790.9070972401,0.4289647926241133
15841,61158,723462.43963563,0.5227610662837837
15842,58731,853440.7499343604,0.344122844658385
15843,52215,748211.0091830499,0.26553906624161067
15844,47820,423542.7313106802,0.3022009246153846
15845,48821,540663.95540007,0.3368641811627906
15846,53942,674482.9495352,0.30800945410596026
15847,51990,738074.8590840203,0.31979958775641015
15848,59789,712349.9549766597,0.32449175235632166
15849,55401,759741.6813637096,0.28598721461538457
15850,51280,735659.2724955697,0.2865227847878787
15851,40722,388698.03030116,0.19342907791411051
15852,52758,666608.3738345904,0.27777540982954546
15853,57070,705680.5312962997,0.34676752772151914
15854,55060,793664.29455616,0.3104373569642858
15855,57426,629587.8097472998,0.2652583843016761
15856,54346,678617.7782581605,0.25749307188571413
15857,54311,485579.40437215,0.19366502230046947
15858,49947,431875.3385813399,0.2453646118592964
15859,55874,780446.2364782104,0.2764528287323944
15860,57622,661631.3010407502,0.25451990079812215
15861,56560,681339.36436182,0.3267827672826087
15862,54638,753930.8785810304,0.22796784580110485
15863,52188,678143.2675677697,0.24324128590062127
15864,48218,399038.35574934,0.2545606063535911
15865,44471,675161.0302859301,0.22672519893081772
15866,45000,490545.12994932994,0.19814751287356328
15867,49663,598337.2908555102,0.2648203812222221
15868,45907,562038.7800447202,0.20959420866995077
15869,43193,607556.9546026998,0.21977844838709668
15870,50172,722485.1901726206,0.201781260611111
15871,35826,415381.8108453599,0.19084548820809236
15872,42966,520682.44185720006,0.1691161312972973
15873,45943,578844.96411583,0.2541598032413795
15874,46017,643222.15566893,0.26979638607142853
15875,47031,582605.7976171102,0.27506304558823524
15876,52515,728607.9747608106,0.4538357029870129
15877,47027,712791.5281907995,0.25589925345238085
15878,44594,435026.7321188299,0.3158197587499999
15879,38507,340381.45436493016,0.1993761915757575
15880,44245,610053.0422976103,0.2612823838
15881,44629,717288.4712308699,0.21525948547770715
15882,45627,627165.9003310698,0.23158318241379314
15883,46128,564885.2213749001,0.18410043017964078
15884,49552,659916.0797392998,0.2845640394082841
15885,36545,532545.4665411601,0.14430402615384616
15886,30953,414309.7617030301,0.1901754333333334
15887,39128,868945.4266260004,0.15368369802547777
15888,39650,735821.5743717201,0.23256787143790858
15889,35531,817460.9062367603,0.15312435695652188
15890,35292,854939.2747115401,0.14140203187878797
15891,37037,1074563.2906985297,0.17456194870967737
15892,33372,700586.23953932,0.15942782229946528
15893,30356,643880.6269586699,0.09903732564516128
15894,39629,837670.9307680702,0.1708531627083334
15895,40832,1160903.93136742,0.18783925264864867
15896,39238,1085169.04960412,0.13538254979487171
15897,43434,1058476.9865527307,0.20298911660919555
15898,48260,1021508.4696403102,0.1998642563636363
15899,37970,877018.0242665104,0.2140628115286624
15900,34933,582276.5471818099,0.13332668156976754
15901,36754,702810.6260871302,0.136174915
15902,39392,951379.7685434199,0.21876289878048785
15903,40643,1080936.1376780889,0.18306199907608683
15904,41170,1005895.8949384101,0.23223476881987576
15905,36759,819430.5514326002,0.12350661766081869
15906,33702,495922.4469536502,0.1235336793010753
15907,35456,496772.6105622905,0.12339684557788949
15908,39979,903335.2894468002,0.19860291212121226
15909,38432,1012489.3670389297,0.15211828929078017
15910,42361,907645.6402312405,0.2240255433962265
15911,42530,811961.7465707399,0.23139865986301356
15912,37373,788332.0111666997,0.12392557146341468
15913,36892,461605.52506848006,0.17757775171270726
15914,37302,618903.8238382098,0.14179865660714291
15915,41812,747853.1195039602,0.17084846000000006
15916,42133,1007108.9470715699,0.19119781345177658
15917,49524,863767.5596820096,0.2591946895263157
15918,50904,1147305.4249818702,0.21661340435028245
15919,51681,913464.1109076304,0.15171983124999996
15920,45746,676761.1740333702,0.1555017390588234
15921,42946,510656.3112936696,0.1760273761452514
15922,51001,851665.9578791203,0.14734779354497357
15923,54369,760801.1325065099,0.2193718794736842
15924,57606,813434.5173145297,0.16965378629032254
15925,58022,725445.14820294,0.23956143346341452
15926,49658,621565.7682291102,0.22506587128205138
15927,51695,517054.8433238899,0.14117103657142863
15928,38422,429554.2293416297,0.15205126143518524
15929,50228,847386.8341265003,0.11745640166666664
15930,53080,1301581.43854274,0.1625602421311475
15931,51660,1341894.8532690492,0.26314052714285713
15932,58129,821528.5495820806,0.3723523712941178
15933,71119,1073581.7957928602,0.2794465043452382
15934,56546,1006280.9182906202,0.15221884400000005
15935,56397,787710.9406826897,0.23684722541237108
15936,71314,1115101.0196980797,0.27485145536723166
15937,63228,972227.2130012804,0.17987213478947373
15938,60531,1275639.2973177698,0.16402480938775502
15939,66812,823544.6766260404,0.17949792222222222
15940,55195,826429.8584936308,0.172790180867347
15941,51817,567935.8937663101,0.15153101349726775
15942,44447,555654.04702813,0.2004658884105961
15943,56093,707687.3928862802,0.24582188963855434
15944,62187,910293.55172412,0.23577750147928994
15945,64747,784253.7602409093,1.4653650708988761
15946,58992,2639151.650220768,0.1430671817460317
15947,62603,831648.3348831197,0.21420458526829264
15948,47505,878729.1739754004,0.14002626596412554
15949,46598,823389.1154594602,0.1129019342081448
15950,51266,813920.6209656005,0.22048799637209301
15951,52163,949784.9403215898,0.16099071572164947
15952,52979,912174.7133850204,0.1660220288343559
15953,60730,887243.6611421002,0.18224820290502788
15954,60850,701587.7053906596,0.1810316969189189
15955,51967,629569.92945768,0.16895943075862063
15956,46452,398165.85045693,0.16651101617834393
15957,57676,1030766.7565851298,0.15039904463054188
15958,53283,645379.1504623098,0.13363199790575916
15959,49210,831685.5440353297,0.11277501505000004
15960,52300,703128.1010985096,0.1424629714553991
15961,44834,654237.8652123499,0.10276096181372546
15962,43560,572122.2832939299,0.09283259399082572
15963,53672,403507.5481552101,0.15274132193370163
15964,51885,678260.9667399102,0.2675356292857142
15965,67931,627615.1853985704,1.6913645462569833
15966,60551,806994.2697530906,0.6515718624848486
15967,59815,833883.7812329305,0.4828730229473681
15968,58994,734309.0158758201,0.13504423980000002
15969,52498,452074.3134450302,0.1415625185714286
15970,50903,495219.38307075005,0.12950897443349751
15971,65328,1001051.6013362397,0.18797089766666666
15972,62592,949071.8653525005,0.1446237024528302
15973,54548,827286.0876558799,0.15079594747572816
15974,57545,745552.0808113503,0.1680865461111111
15975,46920,690114.85160644,0.4641565448314609
15976,42580,533432.6992054399,0.1473790649152542
15977,41181,554128.0152997201,0.15203233476470587
15978,47156,826774.0366654203,0.15798673509202454
15979,57171,1088077.9361221096,0.20930345203208547
15980,61964,1187078.8644554596,0.20902111581151825
15981,59551,927030.8008510099,0.18393440135678396
15982,51940,802173.6907206401,0.1376266383888889
15983,45479,448746.40709532,0.119006506347032
15984,42857,419308.2664216398,0.11436405643243248
15985,44547,688597.9799494101,0.20882789371794858
15986,45131,720282.91211955,0.10640934031055903
15987,50673,904684.5609582004,0.16969316357541903
15988,56853,753238.3640960499,0.16175981057291663
15989,51922,829546.5766185604,0.12308085989189183
15990,49474,697904.05513336,0.15022320481308413
15991,51304,712638.6929774203,0.13938610266968332
15992,57452,920794.5864160905,0.13214681104
15993,55826,924504.8132575102,0.14862729888461543
15994,50826,1022744.3372776199,0.22475736176190472
15995,46870,847370.7277264702,0.21867979089820355
15996,59661,937574.9650876404,0.1997813103125
15997,55311,1007342.9320243598,0.16261106251121066
15998,49418,722759.7607426302,0.14315129341708543
15999,60451,1059197.27414245,0.17850477146919427
16000,65048,1207623.104648381,0.1701227802448979
16001,55314,1090723.8739802605,0.20713944588235275
16002,63634,1029103.3027882611,0.2361160934883723
16003,57471,2817468.4774954794,0.2173412004255319
16004,47747,686765.46939462,0.19419384857142857
16005,43691,509803.6488849602,0.3226273660893856
16006,51104,645713.4670990496,0.1781913702285714
16007,49930,1686428.3470391303,0.2153443312499999
16008,48446,717093.1600917703,0.15242321512820506
16009,58181,685268.2529846802,0.14207923767772504
16010,45371,636845.85321991,0.16828657889423074
16011,39181,649240.3648900698,0.11648990490099012
16012,35947,593816.3634969798,0.21291371546875004
16013,45523,974062.71460443,0.2657941326666668
16014,51597,1115521.3780537304,0.2717193587931032
16015,55008,916641.1744734601,0.8934084811656441
16016,60535,1211667.3643047393,0.8923783563888892
16017,59223,1071531.0067289595,0.797165464701493
16018,55204,900392.5000157407,0.37873952189189175
16019,57538,801259.5681175899,0.268032787251462
16020,57405,748279.4895538602,0.33274608363636365
16021,58307,1109036.94013873,0.11199618064676616
16022,64870,1267483.0822768302,0.137156497202381
16023,69413,1155028.5940023991,0.12644057469945347
16024,60914,2576469.3580795904,0.10431503403614459
16025,47175,1491006.2833924794,0.07353602989690722
16026,51323,1158208.9226962603,0.0918669683870968
16027,79032,2124183.59639462,0.17456270076923078
16028,92907,2269134.47189089,0.19625997571428566
16029,77558,1690347.1198273408,0.1541430004268293
16030,71822,2192970.79045371,0.17705384286666662
16031,76947,2393219.9973576497,0.13544998087209306
16032,72545,1533323.4233116293,0.12362420758823527
16033,60861,1518872.5114653697,0.1043806664880953
16034,71793,1449270.8026599302,0.11330177884393064
16035,83383,4028498.095256141,0.15872275031446534
16036,95531,3323866.0138238985,0.17579601971098263
16037,98921,3418563.3538554506,0.16983409745856365
16038,90084,2602929.4768034485,0.15081320566473982
16039,75190,1866753.0337690902,0.11466492465909096
16040,72142,1494457.3633032714,0.09682481651282057
16041,75570,1424490.9049735302,0.1329403184905661
16042,77667,1190034.1622428393,0.10202963179999994
16043,79624,1348811.5823499584,0.12182599081871351
16044,83283,1550468.1263603894,0.13261804635294122
16045,72099,1163609.9891711003,0.0923155401442308
16046,67712,2357745.2902005003,0.19226276158974356
16047,47477,1219503.568917979,0.058391951179487214
16048,63625,1216713.74314945,0.09683159636363636
16049,67623,837532.2577056,0.09115064875
16050,67305,1113758.03415721,0.1057330955151515
16051,58219,915052.38521607,0.08798319411042946
16052,60115,914506.2430283898,0.08697798637931031
16053,54057,620226.5943545598,0.06263148585858587
16054,52308,462646.4293682402,0.06508226412429374
16055,69382,2092813.0868513603,0.07813657577114425
16056,67740,1586643.4381141795,0.07491056916256165
16057,81510,1996820.80611571,0.09369081075376885
16058,70278,1364026.9250551597,0.07296307004424778
16059,65083,940326.3078764004,0.09126023252808993
16060,56083,977633.7192249704,0.07723541658385091
16061,52897,920403.1394986297,0.06784198254437869
16062,54267,722235.1937913997,0.07082889222222226
16063,55865,886524.5499626199,0.07139790579881652
16064,55428,878219.3137555501,0.07603608895061725
16065,51276,620433.4835848798,0.07423679588888887
16066,52674,606017.9449516102,0.06673523548913046
16067,48009,614290.1353284903,0.07772447366666667
16068,51325,837535.4318256002,0.0866162776190476
16069,55613,814654.6425677198,0.06787172780346823
16070,48847,508295.9641194399,0.059706574728260894
16071,43070,538983.2920840499,0.045684597658536594
16072,54770,709298.4927107405,0.10307378059701496
16073,60980,897783.4573794402,0.08583471310559009
16074,52052,635106.0755765899,0.08714537957446808
16075,58662,934422.9438468603,0.07221826730569945
16076,67358,997845.8490469598,0.15864641215053762
16077,62911,924867.9333289298,0.08774227497175142
16078,61439,799048.9548847099,0.07318644
16079,59031,597510.9775765699,0.061870962367149764
16080,54166,569351.6094948096,0.06704799791443848
16081,55856,425028.4018260901,0.05835480490476192
16082,50537,421547.01466838014,0.056994173671497554
16083,53461,529745.6571676603,0.07094974195266274
16084,57378,749007.4999401796,0.0993196716666667
16085,61612,605639.34324773,0.09157736657608698
16086,56703,605276.84818911,0.07160678881081081
16087,59026,426181.21767062997,0.09651509980263163
16088,51573,357883.18006107,0.07312164643678158
16089,48005,567071.2878087298,0.06758271461538462
16090,63003,784430.3025798901,0.07834859010256413
16091,72577,622105.80791039,0.0939703289156627
16092,65835,493075.8963730202,0.07698992999999994
16093,63576,512798.03151445003,0.09489486531073447
16094,65600,747873.4574907203,0.08089488841269837
16095,53864,463780.2736708299,0.07183659078787877
16096,53582,399122.97836039,0.07729742190789474
16097,64374,907240.1300907902,0.07734316477011495
16098,65762,648369.5370177401,0.09193478207792204
16099,59682,485524.85479660006,0.08758719217105265
16100,60799,531188.20260698,0.07553980710227272
16101,60269,409190.88423900004,0.07814764940217388
16102,54838,452663.5986393298,0.0604393972486773
16103,52483,492688.4157898701,0.05808060306451614
16104,57600,482423.65230912005,0.06709434154696134
16105,69799,793134.5417521399,0.08268841476744183
16106,67529,800217.0139363399,0.08226146744047622
16107,70160,664620.6976725401,0.08249685681318678
16108,70514,867398.6647555396,0.09876900503225804
16109,65009,569456.7919677101,0.06740104549450548
16110,56579,491172.0021583102,0.07704009804347829
16111,66850,802093.1247646604,0.08422802256410254
16112,67229,701410.5387039201,0.07985845268292684
16113,62126,619251.5189081402,0.09009474943820228
16114,67339,646304.36054235,0.07893268151685393
16115,74889,729124.9750386396,0.08951616712041888
16116,61896,963648.9787181497,0.06714477716577544
16117,57531,628651.4744466799,0.058067583333333304
16118,60853,505521.0846339803,0.15201098580645164
16119,65408,501226.9222505798,0.08189828527607361
16120,70142,461038.04781280993,0.07229401750000002
16121,71144,563356.8614576999,0.08370703717514123
16122,69390,521821.9331380502,0.09136874184210524
16123,58673,401810.9719020699,0.06842531438888891
16124,60074,415338.34789087006,0.07170254726190475
16125,73796,776198.3130485896,0.07968482560209425
16126,80082,1091107.0155209098,0.10999050633540368
16127,73176,697463.1569246799,0.08077822233695653
16128,70859,578796.5016018996,0.07667125702127656
16129,70290,593174.3946023202,0.09065124944751377
16130,63402,824438.3758487899,0.08747071402777777
16131,56635,555305.9433605503,0.07735075664285719
16132,81264,1068743.36684728,0.1164545195945946
16133,84600,1026802.0341173596,0.11667279214765103
16134,72392,688295.9949305604,0.0918038469871795
16135,70527,629317.32733222,0.08471526595375722
16136,72345,2470773.4586512307,0.08350079138554217
16137,64590,1585837.1661943002,0.06919200559523807
16138,62161,947172.4039732697,0.06860394184357543
16139,70884,1521682.9465049894,0.10917555879194638
16140,76204,988209.0463941094,0.09103162148809522
16141,76339,1058791.46765158,0.0907538441208791
16142,72805,767859.0098292697,0.09043760024691361
16143,70615,628708.1359689698,0.10267160240601503
16144,60308,585263.3653147704,0.06614302321212125
16145,59332,389239.43818191,0.07241579187134504
16146,66396,555550.20544395,0.0812525670807453
16147,54142,2645634.241428331,0.06672175821917804
16148,73804,1107106.0624492299,0.08425906975
16149,71002,684384.7819127596,0.07759390169491528
16150,73101,603958.4112572504,0.07891090672043008
16151,66613,420859.90788230987,0.10337910176470584
16152,57811,337434.36970348016,0.05202914140186916
16153,70901,675216.63190551,0.06896892388297872
16154,71817,547290.8197181403,0.0925884945859873
16155,68315,521418.6761173599,0.09527157364779869
16156,71719,792964.8434070402,0.07954602682080929
16157,67099,828171.1591731199,0.0708440647126437
16158,53214,401840.95332459005,0.05591064640000002
16159,56817,601856.8248527702,0.07790429764285718
16160,65042,750539.6659050598,0.07021420049999999
16161,64136,687092.9128818499,0.0720211741520468
16162,67266,754285.1802514903,0.06745091350253808
16163,67024,789006.93231773,0.06593127955882355
16164,65692,670524.7813643998,0.06934533194871795
16165,55763,730633.8189265102,0.06528858368421053
16166,50010,443646.54863990995,0.06853350317880795
16167,65810,467993.2298851999,0.0940058094039735
16168,67841,460051.0421968,0.11017604052238805
16169,65217,606914.2646302,0.12592620341614907
16170,68087,829446.0234847802,0.09290939851612898
16171,65777,785708.7834552804,0.08261701343195267
16172,47631,403256.0236471299,0.056215144347826075
16173,51684,415325.11039677,0.05553081887700536
16174,70276,616400.27291203,0.07978331170984453
16175,72802,669477.8486285802,0.09064640208791211
16176,68594,808972.6864872,0.08977639308176097
16177,65201,814110.1297786401,0.08879614183431957
16178,56996,781666.5723175501,0.07600070450000003
16179,53515,460095.56668043,0.07932797955974842
16180,49043,419106.17338328,0.061050037359550564
16181,57840,721085.84967334,0.0726159089473684
16182,78042,886317.3471755099,0.09931318084415584
16183,74878,680344.1724695102,0.08895719357575753
16184,72736,441358.99904739007,0.09908428192052983
16185,72650,557906.3854558497,0.07496934631868137
16186,52127,338760.55493454007,0.0559900319018405
16187,52497,304687.3899880699,0.06598044638418078
16188,64546,582844.6362665999,0.08414632230263154
16189,65037,564811.5169749401,0.07370541374269006
16190,63638,488615.8057375401,0.09455197525547444
16191,59658,449043.55572751025,0.06162676335227271
16192,60172,659003.8665898403,0.07396315614906833
16193,54168,557844.0455335198,0.0724605745774648
16194,51769,428868.4530358702,0.06546544331125828
16195,68093,635531.6342903101,0.10887724656000003
16196,77228,687403.1880915094,0.07733955907216494
16197,69825,840071.9568701304,0.08516807125786165
16198,68937,1349234.5323341803,0.0813433279640719
16199,66293,1255094.3922771602,0.091611909
16200,55954,669301.9829512901,0.05597142145251394
16201,52590,450023.28192904,0.06381690250000001
16202,74367,553589.89881538,0.08492912829268293
16203,69388,677542.3378978801,0.07641585629629631
16204,69808,729099.5183882104,0.08053534120000003
16205,74893,826657.61641078,0.07486163625730993
16206,65433,651741.4252154799,0.06428716480662988
16207,53511,486627.9248621701,0.05381676658959536
16208,49878,273827.72763519996,0.050653060755813946
16209,64094,529418.78619045,0.0678874895238095
16210,71520,1500132.13561311,0.07562202632768364
16211,68905,724297.9235768403,0.07311621040000002
16212,73343,773918.6402085703,0.0741858836627907
16213,72810,1247509.8533043698,0.07714521260606062
16214,52872,915433.5492300707,0.07295714474025973
16215,57566,841110.0237382298,0.06300921434782611
16216,67205,762518.0521822504,0.07998571822784808
16217,68524,951817.2494453398,0.08927469661764706
16218,72338,869282.3391829599,0.08260226473372782
16219,65362,659714.0451184302,0.08476138148936169
16220,65127,929717.7561265501,0.06945000640718565
16221,52172,588130.1598519001,0.06563066891156465
16222,55266,742776.8990236694,0.06149804159999999
16223,64434,952286.4730044198,0.060644726062176205
16224,69911,908173.6934460399,0.07563482589887639
16225,64952,1034316.1335030199,0.06623444718232045
16226,66945,950750.3913461799,0.08124932809210528
16227,62342,1049433.7224838198,0.07770284863309361
16228,51219,606102.6959269203,0.05677226864516131
16229,48389,773125.5882461196,0.06527518485294118
16230,59875,389374.16804036,0.07112291288461539
16231,64625,602965.75284129,0.07111723329341321
16232,62827,533894.9103442301,0.07721465931506846
16233,65018,1112487.7164625695,0.07584828436046513
16234,64739,746631.5272502805,0.07084671226993862
16235,53639,460658.23008859006,0.05109683752808988
16236,53916,447016.40928443015,0.05020268310526315
16237,67380,741328.7976102903,0.0632886487234043
16238,69588,480710.0554778,0.06494592994565217
16239,63851,547991.0844134501,0.08161030240506333
16240,62454,723576.4639288201,0.07018008419161678
16241,57381,563146.48638239,0.05761228139784946
16242,51173,461927.0467461002,0.049405818279569934
16243,50106,528066.30752328,0.050118598888888886
16244,60316,623778.0455839603,0.064316025625
16245,64883,882381.4950343805,0.05884316361702131
16246,64397,503311.0500893399,0.06609779572192516
16247,61432,513326.25097798003,0.05926412321637428
16248,62966,487614.0459791801,0.05432450984771573
16249,54392,339025.5711616101,0.05090157620879121
16250,49094,352851.56286454987,0.055521350063694255
16251,70231,686283.74754687,0.0900696731060606
16252,69330,890253.1590597101,0.09851227969924807
16253,66695,944051.71506596,0.09303110766423356
16254,62849,604883.4645470699,0.07896260647482017
16255,59494,389934.9865020599,0.06093030933734943
16256,49909,422528.13213258,0.05443195368421053
16257,52139,373704.72160021996,0.06498929309859153
16258,64686,470317.6104289702,0.07479125486666663
16259,70201,369021.73894531,0.08192257239999999
16260,68499,467364.72573807015,0.07039957337349396
16261,64605,517645.02380387,0.07507287993288593
16262,59077,423733.2976990401,0.06968451288461536
16263,53438,469210.50720462966,0.05547666242038216
16264,52426,482514.8328894801,0.05890602068750002
16265,62761,508730.2065813899,0.08710965696296291
16266,72267,563986.19471175,0.07867585138364784
16267,66746,603225.74427991,0.08893230076388886
16268,66706,470716.67225069006,0.06880087889534885
16269,64024,514375.7576017099,0.06934624168604651
16270,59553,308098.5165698299,0.058497926214689286
16271,51965,283154.3132240301,0.057938885612903245
16272,64183,446119.86718807014,0.06824645077419357
16273,66858,385105.17693014,0.08248905239436623
16274,66883,414650.40002513974,0.07540271479452054
16275,66276,536981.6774972301,0.07480781335664337
16276,61498,495814.69960944005,0.06314832061349691
16277,56333,309235.9587126998,0.06522028843283584
16278,51993,259702.95768055995,0.058269685620915036
16279,64744,489947.4798706602,0.0690034702
16280,61607,495080.2014744501,0.06976824261744964
16281,66153,420687.4495900099,0.06414159366279072
16282,69782,429008.3497055398,0.07310313467532466
16283,67915,465864.5606988498,0.0680200903184713
16284,54955,389349.16771749966,0.05192706116564414
16285,53621,421225.07732614997,0.055519580064935056
16286,67847,428826.62552545004,0.08669876249999998
16287,72823,618996.1627663199,0.08965500733333331
16288,80402,465456.20366908994,0.08025842268292681
16289,69890,433649.1076229302,0.06859006106249999
16290,68297,338839.1179869202,0.07068120234177214
16291,60751,362658.57927059976,0.05127315054945055
16292,57913,363132.0733888997,0.05554393898305083
16293,75575,559067.8898127999,0.06733341456043954
16294,76982,737827.3733812701,0.07197908442528736
16295,75738,708436.2300735298,0.08565316213793096
16296,79083,747450.2330389299,0.06778155077777778
16297,73193,771484.02249828,0.07296223993939395
16298,67974,673986.8053887006,0.0826057251265823
16299,60196,502051.07992541,0.21951376335294115
16300,72765,1016644.6603182897,0.059381465454545444
16301,74929,634680.5662125201,0.06898848822580646
16302,73902,565109.1946998303,0.07082536153846151
16303,73164,769920.7782535601,0.06928013339393937
16304,67058,3177647.741953332,0.06866757968152867
16305,57593,704590.9599891999,0.05322907271604935
16306,56695,415572.73288827995,0.06194851123287675
16307,69894,951963.7440038299,0.12009769467153282
16308,72759,1790088.7887663196,0.06688522682080925
16309,75646,1443308.6607837102,0.06920864946745564
