candle_24h,nb,V,V_EUR,Pmin,PQ1,Pmed,PQ3,Pmax,P_open,P_close,return
16860,2098,66626.99881005991,381874.6186448657,5.51999,5.689512500000001,5.75,5.822397500000001,5.92911,5.8275,5.7668,-0.010416130416130374
16861,3767,216793.28593968973,1419722.0123340955,5.7456,5.96,6.65,6.823,7.79,5.7609,6.94,0.204672880973459
16862,4321,177911.68126452048,1324231.8740132668,6.71,7.01301,7.54,7.7,7.967,6.955589999999999,7.701219999999997,0.1071986704219193
16863,6432,299176.9412045193,2565367.240865914,7.05,8.39,8.60201,8.85598,9.5,7.701219999999997,8.5,0.1037212285845624
16864,4538,160487.15192637985,1370850.2088462885,7.5350899999999985,8.2,8.496995,8.75,9.2899,8.500010000000001,9.19,0.08117519861741315
16865,6377,299113.14387272036,3009695.7948263464,8.750010000000001,9.56,10.14,10.6,10.7999,9.1901,9.79562,0.06588829283685707
16866,5044,184183.8830755801,1832398.950865289,9.1,9.6,9.84,10.31999,10.6,9.79562,10.16856,0.03807211794659244
16867,5997,226595.84496977023,2051053.3048005155,8.35,8.78,8.999989999999997,9.25699,10.4,10.199,8.57878,-0.15886067261496226
16868,4055,175399.7399916198,1509719.862596571,7.800039999999999,8.42981,8.77477,8.935815000000002,9.18987,8.56002,8.93,0.04322186163116441
16869,4150,193590.0223937993,1911422.042978361,8.77,9.55,9.71003,10.2,10.86,8.8601,10.75,0.21330459024164525
16870,3659,130121.29297082988,1355592.253716303,9.8001,10.15,10.51,10.7,11.0,10.75,10.11999,-0.058605581395348876
16871,3868,112245.81204564004,1112585.0832788108,9.35,9.6,9.91125,10.15,10.46,10.05002,9.9,-0.014927333477943288
16872,6302,232565.9542115601,2658930.668756938,9.9,11.2,11.51867,11.75106,12.16668,9.9,11.95016,0.20708686868686868
16873,4527,175938.4344524697,2257225.2340129423,11.9,12.614,12.7899,13.2,13.59496,11.998,12.9,0.07517919653275555
16874,8695,256600.36783504038,3059644.1608315674,10.07,11.52926,11.95027,12.303070000000002,13.5,12.9,11.07252,-0.14166511627906972
16875,5864,132046.5339632003,1507957.6328280931,10.75001,11.27,11.5,11.6603,11.97,11.15232,11.6676,0.04620383920117077
16876,3788,92040.66436279,1095610.2940249576,11.1111,11.6967,11.92659,12.083505,12.3,11.7195,11.2,-0.04432782968556685
16877,7405,269303.71923095017,2704287.51993471,9.0,9.6533,10.09017,10.76001,11.33157,11.199000000000002,9.731,-0.13108313242253786
16878,8990,411472.5173112593,3526171.7557886336,7.330019999999997,8.1,8.71,9.109375,9.92576,9.80975,9.76584,-0.004476158923519821
16879,4027,126930.54180559018,1196295.8925337791,8.7,9.17,9.452,9.673365,9.98999,9.79931,9.399,-0.040850835415963065
16880,3333,80910.88857419053,726668.6154022628,8.5,8.881,9.0,9.13301,9.679,9.393,9.1347,-0.02749920153305655
16881,8262,167079.4357742244,1668389.325105582,8.830010000000003,9.48513,9.7,10.31,10.71633,9.1123,10.5779,0.16083754924662275
16882,7044,145835.25094753125,1491993.5233359174,9.6,10.1145975,10.3,10.5,10.75,10.5779,9.94001,-0.06030403010049259
16883,4383,107058.68049497053,1148357.8140062976,9.94052,10.43755,10.58999,10.85961,11.144,9.94052,11.04593,0.11120243206592824
16884,4895,140154.9886787607,1428463.7340526038,9.6555,9.956,10.11,10.25769,11.144,11.05,10.002,-0.09484162895927603
16885,2055,49252.41864300002,473467.67845411255,9.42102,9.53089,9.6403,9.75,10.13304,10.002,9.55,-0.04519096180763847
16886,1387,25056.667500920084,245769.3873869436,9.5012,9.71172,9.8,9.85,10.04436,9.58,9.79361,0.02229749478079324
16887,1756,42019.265101230056,394622.0188223382,9.00121,9.2618575,9.3889,9.55,9.9989,9.7936,9.3013,-0.05026752164678976
16888,3939,134193.70405344982,1366988.7650377254,9.23107,9.97,10.12,10.33002,10.51,9.32002,10.3966,0.11551262765530546
16889,2528,78870.36287537987,820802.9311425867,10.113,10.3019,10.366,10.45,10.71,10.3966,10.3375,-0.005684550718504035
16890,2560,78579.50522566975,825566.1144593491,10.10005,10.45,10.50255,10.6000125,10.73,10.3131,10.5558,0.023533176251563467
16891,3418,115886.96634705026,1207888.727529614,10.0,10.174,10.413,10.526,11.1,10.54066,10.01,-0.05034409610024429
16892,1335,18742.49076888004,192859.3686830804,10.02119,10.23802,10.309,10.36,10.41,10.06119,10.29548,0.02328650984625076
16893,795,19304.606581519973,195840.26617401067,10.07,10.100325,10.13978,10.180015,10.26,10.25,10.2,-0.004878048780487874
16894,483,11306.09423251,114925.80023928665,10.0832,10.1215,10.1596,10.2,10.24999,10.2,10.176,-0.0023529411764705035
16895,1618,66009.33605868008,651490.8794704131,9.65,9.8,9.8683,10.0,10.199,10.195,9.74001,-0.04462873957822466
16896,2870,107499.51050994996,1002636.2899466656,8.87522,9.18,9.40001,9.5,9.7843,9.7659,9.1855,-0.05943128641497465
16897,2128,66657.35930967014,628132.5520294444,8.96296,9.16681,9.3711,9.51,9.74987,9.16391,9.363,0.021725442523988118
16898,1615,58743.27401521997,530195.0996433118,8.71337,8.9,9.0082,9.218265,9.45,9.3921,8.8219,-0.06071059720403316
16899,2482,75948.92274876003,655340.7876270501,8.36055,8.5475,8.58,8.69897,9.09,8.8339,8.51459,-0.03614598308787737
16900,2590,86146.10048381003,710062.1114916285,7.855,8.1,8.24201,8.607510000000001,8.82607,8.5149,8.0101,-0.059284313380075074
16901,4839,278039.1082495609,2027573.7507480085,6.4555,7.05,7.36,7.6125099999999986,8.07,8.0101,7.8488,-0.020137076940362764
16902,2240,76987.60694402005,568364.601396515,6.85923,7.3,7.4866,7.596489999999997,7.8488,7.8488,7.6017,-0.03148251962083371
16903,3973,161177.92182848006,1087615.2973838102,6.25011,6.55359,6.855010000000001,7.0337,7.6078,7.6078,6.560689999999999,-0.1376363731959306
16904,4442,193886.22989681046,1354112.759585702,6.23,6.71,7.10191,7.347785000000001,7.7,6.5585,7.1,0.08256461081039859
16905,2136,77142.5395780801,583498.4049689461,7.132999999999999,7.405,7.5314450000000015,7.69,7.9,7.1345,7.4562,0.045090756184736125
16906,1918,43577.51325951998,322999.7139061866,7.2,7.282,7.35,7.491,7.67,7.456,7.26,-0.02628755364806875
16907,756,20383.12508231,151644.92178983812,7.21,7.313725,7.42265,7.48,7.69999,7.3392,7.65,0.04234793982995426
16908,3154,110563.15755136996,906256.6697873687,7.58502,7.9791,8.246690000000001,8.433552500000001,8.58,7.6286,8.20681,0.07579503447552648
16909,3214,100825.04895267,804889.7161614483,7.52,7.844989999999999,8.0,8.1675,8.44213,8.2424,8.00999,-0.028196884402601163
16910,1510,46235.12379966995,364956.98578462313,7.561669999999999,7.8,8.00999,8.08999,8.215,8.00999,7.7,-0.03870042284696985
16911,1530,43434.87861256993,327274.09025834664,7.31,7.5,7.5543650000000016,7.641059999999999,7.85,7.7,7.49,-0.027272727272727268
16912,1710,51646.48801687998,381668.67527495505,7.1,7.25002,7.4723200000000025,7.63,7.7,7.4733,7.31999,-0.0205143644708496
16913,1751,51729.01249314985,366424.1770041777,6.7605,6.959669999999999,7.08,7.210094999999999,7.34,7.2406,6.95,-0.040134795458939804
16914,1753,41813.1038094999,303868.3214616733,6.87,7.03999,7.29,7.4,7.68,6.973,7.41,0.06267029972752047
16915,1213,35227.84988865002,256630.5496035428,7.05,7.2168,7.266960000000001,7.3399899999999985,7.54306,7.419339999999999,7.11,-0.04169373556138401
16916,2741,84513.58606930052,577289.7292169193,6.45,6.64009,6.77102,7.04,7.25,7.1455800000000025,6.7109,-0.060832010837469135
16917,2245,52038.71228244987,338146.71204490657,6.27095,6.392,6.49699,6.605,6.77999,6.7210800000000015,6.6,-0.01801496188112652
16918,1701,48810.87685267997,333961.89587164915,6.48004,6.8101,6.8799,6.93993,7.1,6.60583,6.875,0.04074733984979933
16919,1428,52258.35825995002,341902.47835086536,6.3,6.45751,6.51341,6.71,6.94774,6.8304,6.35,-0.0703326305926447
16920,1352,44130.32878147998,292285.3288591532,6.345,6.55,6.6398100000000015,6.7,6.8,6.35001,6.5099800000000005,0.02519208631167516
16921,4247,187840.45103328925,1440123.9768665624,6.5591,7.2,7.7964,7.98906,8.24163,6.5796899999999985,7.7489,0.17769986123966353
16922,1225,58193.888977510076,442133.1108538214,7.29,7.50626,7.61,7.7,7.857839999999999,7.71,7.730060000000001,0.0026018158236058176
16923,4172,156350.67940647085,1332586.2346665892,7.7283,8.42,8.54001,8.67,8.960989999999997,7.770110000000002,8.7793,0.1298810441551017
16924,2172,65099.64525814003,541799.1850509278,8.05,8.21,8.311010000000001,8.42,8.8381,8.801,8.1414,-0.0749460288603567
16925,2056,40487.31764809985,339419.1474990532,8.07,8.2767,8.38915,8.5,8.75,8.20328,8.24495,0.005079675446894398
16926,1872,49323.87291543004,422939.02504592296,8.1151,8.31465,8.59,8.6969,8.79,8.222489999999999,8.6224,0.048636118742619576
16927,2408,64626.93372766995,540597.0297752143,8.0026,8.152000000000001,8.3013,8.55,8.77806,8.61881,8.20598,-0.04789872383774554
16928,1006,22451.57847602,184636.4213527516,8.15,8.1773,8.211,8.2505,8.436,8.239989999999999,8.2243,-0.0019041285244277386
16929,1380,32555.16754469999,265028.9929026968,7.86,8.0,8.13229,8.31913,8.46449,8.26499,8.3715,0.012886887945417976
16930,1472,37209.13281880998,309279.5307927644,8.100010000000001,8.2005,8.33221,8.3865075,8.4695,8.32221,8.175,-0.01768881102495604
16931,1023,26906.620904470008,223023.57330425235,8.15,8.251,8.27873,8.3,8.41399,8.16506,8.254489999999999,0.010952767034167334
16932,1818,49293.494709029954,424110.98153332976,8.273430000000001,8.476075,8.6,8.7003825,8.8,8.273430000000001,8.75,0.057602469592417986
16933,2673,97134.14976142002,872838.7795126769,8.66,8.862,8.98,9.1013,9.25,8.76491,8.86191,0.011066856362472578
16934,3654,138537.8814304098,1299997.7392415216,8.8,9.25428,9.40002,9.57,9.69696,8.8681,9.34648,0.053943911322605696
16935,3065,119399.27654227955,1062586.2987837587,8.56,8.66099,8.912,9.03919,9.39799,9.3,9.03074,-0.02895268817204312
16936,1173,21102.494720179988,188295.81175703992,8.725,8.85,8.9125,8.990169999999997,9.2,9.0405,8.8,-0.02660251092306831
16937,4518,125541.80837392938,1208280.2968814329,8.8,9.52001,9.71991,9.89,10.1211,8.8,9.854,0.11977272727272707
16938,4824,143389.1707420202,1511981.7141980575,9.84842,10.31,10.60201,10.759147500000001,10.995,9.9,10.78486,0.08937979797979795
16939,8394,268911.01170388877,3148392.346122755,10.81891,11.4,11.62515,11.86244,12.6132,10.83601,12.0,0.10741869008980244
16940,7182,200996.26692999012,2517147.68096031,11.84,12.34,12.5,12.67298,13.19,11.9501,13.1,0.09622513619132884
16941,7205,232159.73404875072,2967594.390697655,12.0,12.38,12.75919,13.15,13.39,13.1,12.2,-0.06870229007633591
16942,3682,112154.07255420019,1361216.090316451,11.69514,11.97972,12.1095,12.3501,12.59,12.2,12.470999999999998,0.022213114754098283
16943,3050,74582.28387213024,933569.3169759908,12.23001,12.3841,12.52659,12.64313,12.77,12.48,12.643,0.013060897435897455
16944,4927,179074.62168240003,2201579.2567276745,11.31101,12.13,12.34999,12.64313,12.9,12.64313,11.91,-0.057986432157226826
16945,5835,243849.6579903997,2767491.601696716,10.67,11.03782,11.398,11.7,12.23898,11.9,11.4,-0.04201680672268907
16946,2980,85880.02435650004,944471.6787122695,10.6,10.93,11.05,11.1656425,11.55,11.42758,11.20578,-0.019409183746690026
16947,2969,72677.17988046011,803598.5972357065,10.73,10.96859,11.065,11.189,11.59,11.22089,11.12797,-0.008280983059276156
16948,7355,201178.29786256969,2025342.711779736,9.349,9.80896,10.1,10.276435,11.07312,11.07312,10.105,-0.08742973976620852
16949,6320,138575.9318390999,1421510.5268323475,9.2501,9.771,10.409225,10.644100000000002,11.06997,10.105,10.59999,0.0489846610588817
16950,3383,71948.84043663999,780150.0509869289,10.4549,10.726714999999999,10.87474,10.97001,11.1,10.6,10.97,0.03490566037735859
16951,2937,60011.02537298976,669021.5115195994,10.95811,11.07209,11.14,11.2,11.5,10.99001,11.35419,0.03313736748192216
16952,6369,160168.76565692114,1955917.9791706959,11.251,11.62666,12.27,12.43998,12.83029,11.35419,12.56064,0.1062559284281838
16953,4655,120393.15282953,1487848.4143785785,12.01,12.233,12.40461,12.539785,12.85,12.60311,12.4245,-0.014171898840841591
16954,1849,50825.13174069996,630928.5905921841,12.1226,12.32891,12.4,12.481,12.55,12.47731,12.34,-0.011004775869157648
16955,3382,94923.98341044973,1148314.9511911536,11.720999999999998,11.94157,12.05,12.26,12.4427,12.34,12.19604,-0.01166612641815234
16956,1714,42527.61051166,511792.13800793,11.8,11.98,12.0349,12.07928,12.27699,12.2,12.05076,-0.012232786885245815
16957,1239,26506.116031240028,322937.44425678905,11.92211,12.0748,12.16043,12.24,12.344,12.08121,12.3,0.0181099409744554
16958,1125,26854.905637529966,328834.44916052144,12.12,12.20049,12.251,12.275,12.4,12.30159,12.29042,-0.0009080127040488184
16959,2486,68993.0527769701,862119.2019730724,12.1701,12.32899,12.5,12.6497,12.8,12.29041,12.79,0.04064876598909227
16960,2247,50065.71397411986,641414.9590880778,12.56001,12.7285,12.8,12.9,12.99,12.78614,12.76412,-0.0017221772951023127
16961,1099,24608.305734979986,314379.0733626982,12.62002,12.735,12.7801,12.81,12.85249,12.67,12.7,0.0023677979479083946
16962,1771,65738.16918108996,818672.1711183955,12.09649,12.4,12.5,12.5901,12.805,12.79991,12.4082,-0.030602558924242417
16963,1150,37321.33821069002,462687.3388473857,12.161,12.31224,12.371,12.452,12.69011,12.38035,12.69011,0.02502029425662447
16964,4334,149620.09127210974,1978561.5006335643,12.35,12.88991,13.376875,13.5313,13.96,12.66757,13.96,0.10202667125581318
16965,5664,193845.07167775047,2890110.3756383574,13.64201,14.704997500000001,14.931,15.173654999999998,15.6,13.959,15.52621,0.1122723690808798
16966,7421,266912.6410463404,4303365.1398250265,14.405,15.7931,16.24328,16.49,17.24999,15.59899,16.8355,0.07926859367176972
16967,3367,108271.99001388,1759848.8072021466,15.52011,16.15,16.3,16.457945000000002,16.84999,16.84999,16.2835,-0.03361960452202038
16968,5798,168316.73460311035,2971897.503302672,16.33769,17.4,17.55,18.24,18.59,16.35957,18.26378,0.11639731362132373
16969,17404,807446.5248978691,11618513.018920287,10.51,13.2,14.210005,15.689625,19.089,18.34434,13.66519,-0.2550732269462951
16970,14219,696259.0544421744,7452366.628996456,9.0,9.95,10.7851,11.739265,13.69997,13.6,10.14099,-0.25433897058823524
16971,7245,298249.24031613016,3233660.1635668008,9.20245,10.70554,10.95523,11.24148,11.8199,10.1,10.800999999999998,0.06940594059405929
16972,5421,216891.34182824,2212490.848463734,9.25,9.97,10.2438,10.50682,11.0,10.800999999999998,10.421,-0.035181927599296274
16973,6231,251621.1310587102,2696810.1933567342,9.92001,10.36407,10.78776,10.96,11.9,10.4,11.70817,0.12578557692307696
16974,10148,402755.95171809103,5192578.040043442,11.50203,12.35,12.81101,13.397635,14.389970000000002,11.7087,11.82804,0.010192421020266924
16975,4690,205063.27638926066,2385486.5407436728,11.0,11.36415,11.58897,11.910264999999999,12.66471,11.77113,12.15,0.032186374630133296
16976,5244,177149.14531422124,2284660.2093102983,11.92699,12.66471,12.874355,13.02,13.759429999999998,12.15,13.04,0.07325102880658428
16977,2648,71263.28849170862,926100.9874969292,12.7,12.9,12.984000000000002,13.043225,13.26099,13.04,13.0488,0.0006748466257669331
16978,2943,73789.51056135999,939196.3615619754,12.36432,12.602005,12.8,12.93403,13.14271,13.01009,12.64,-0.02844638276906612
16979,2013,50413.79760992002,644786.875079173,12.5568,12.73209,12.8,12.87798,13.0,12.64,12.7599,0.009485759493670842
16980,5906,285427.6967978305,3259922.901575252,10.29449,10.989,11.41395,11.952105,12.78888,12.7699,11.00503,-0.13820546754477328
16981,2826,130632.33454461016,1451792.6970151837,10.529000000000002,10.81,11.08031,11.3899625,11.785,11.0,11.35,0.03181818181818179
16982,1784,69534.24733801,781722.0803829632,11.01002,11.18713,11.25,11.32,11.52,11.362,11.21001,-0.0133770462946664
16983,2115,70255.16928920004,764207.7875915954,10.51001,10.79024,10.91877,11.0393,11.28049,11.21001,10.96,-0.022302388668698745
16984,982,24478.98879846001,265587.00471994915,10.71771,10.827,10.85242,10.878397499999998,11.0,10.96,10.93399,-0.0023731751824818607
16985,1411,52255.750465099954,557049.6814069697,10.3975,10.529515,10.66252,10.79159,10.9223,10.87377,10.5989,-0.02527826135737651
16986,2058,95501.53014575996,979884.5836306792,9.94312,10.25,10.307635000000001,10.411,10.71112,10.56609,10.30276,-0.024922180295644046
16987,6548,331390.08431827923,3062251.527413948,8.55,9.0,9.15143,9.439125,10.33403,10.2789,9.60008,-0.06604014048195818
16988,3438,121498.00544409985,1192347.238796967,9.33263,9.59879,9.73,9.95249,10.37967,9.61,9.53749,-0.007545265348595152
16989,3062,116661.72618775994,1063445.9014771408,8.89064,9.040965,9.12605,9.199935,9.55369,9.55369,9.2,-0.037021297530064334
16990,3784,203200.4005361104,2017440.1697231657,9.0,9.681,9.897965,10.2950175,10.64799,9.16489,10.39731,0.13447188127735296
16991,2097,67877.54354381004,678593.3657642788,9.8,9.9,9.97253,10.08485,10.59,10.39732,10.03,-0.035328334609303284
16992,851,18927.48231581,187917.56369603195,9.78767,9.862355,9.90789,9.95501,10.099,9.95917,9.964,0.00048498017405066
16993,1701,74117.26358474001,705985.950888878,9.26,9.45,9.5,9.61001,9.9815,9.8936,9.5394,-0.03580092180803738
16994,1076,34071.08242904997,328645.93824698817,9.45167,9.56566,9.643,9.7,9.82569,9.5,9.55218,0.0054926315789473575
16995,730,17430.239863419996,165874.2999841353,9.4,9.46556,9.501305,9.54203,9.66661,9.5563,9.4505,-0.011071230497158977
16996,3385,135090.33874207048,1375534.8054392305,9.51576,9.94082,10.11,10.44752,10.67999,9.51576,10.49744,0.10316359386953844
16997,4264,142087.6837866603,1561051.9094692708,10.39367,10.86752,10.965645,11.12588,11.4,10.45,10.86107,0.039336842105263205
16998,1387,45711.27425755996,490475.3629834135,10.59,10.659285,10.73072,10.8,10.94495,10.86107,10.59,-0.024957946132379217
16999,1757,61870.344361499854,633011.5528169819,9.9669,10.14003,10.25125,10.35837,10.64729,10.59,10.05408,-0.050606232294617484
17000,1463,61035.56070225,625731.7195972941,9.90202,10.171,10.28823,10.43,10.58999,10.121,10.03279,-0.008715541942495813
17001,2178,76342.41208695999,799701.1340071535,9.95724,10.187,10.5,10.7290475,10.975,10.03178,10.56938,0.05358969195895456
17002,5374,250243.33897292105,2814412.0297516817,10.35011,11.0,11.22218,11.5,12.07897,10.56,11.35006,0.07481628787878775
17003,3368,114225.5546101604,1284942.061087264,10.6997,11.17296,11.27599,11.43,11.58,11.36,11.5,0.01232394366197188
17004,8233,295800.6605809391,3731284.598946864,11.37959,12.21,12.67099,13.1284,13.59,11.5012,13.46199,0.1704856884499008
17005,4944,123580.35524486961,1634622.8766573374,12.9137,13.101,13.23248,13.326,13.74994,13.46049,13.12,-0.02529551301624241
17006,7005,288537.5269059622,3438080.498461653,11.17002,11.685,11.93999,12.36819,13.2,13.15899,11.5817,-0.1198640625154362
17007,6060,201491.39485793954,2447941.174112584,11.532,12.0,12.0799,12.3,12.5705,11.64033,12.49,0.07299363506017438
17008,8413,340571.165186825,3813498.098793565,10.43975,10.89999,11.1652,11.55006,12.55,12.49,10.78,-0.13690952762209774
17009,6400,190379.34311777013,2212169.095173348,10.73501,11.33889,11.703714999999999,11.80502,12.12574,10.78,11.7,0.08534322820037106
17010,2917,73393.13974247,842383.2638694105,11.23402,11.39,11.47078,11.59481,11.79783,11.7,11.55244,-0.012611965811965692
17011,1708,42855.31644660003,489148.9769431881,11.21067,11.35904,11.417625,11.4569175,11.60996,11.52765,11.41001,-0.010205028778632223
17012,920,21568.692973049983,243193.8813188749,11.1,11.2655225,11.304115,11.3596,11.46964,11.45979,11.1,-0.031395863274981506
17013,3504,103004.5396777898,1104163.6290600935,10.26,10.5290025,10.69,10.9711425,11.22208,11.10015,10.62287,-0.04299761714931768
17014,5494,178596.44018295954,1781445.5235652355,7.95,10.0,10.15766,10.25099,10.74,10.56903,9.5871,-0.09290634996778327
17015,13970,600939.6700511202,4880804.012739535,6.521,7.5,8.339034999999999,9.17999,9.82,9.59963,7.710139999999999,-0.1968294611354813
17016,9217,294695.2377894139,2526374.8712482,7.6333199999999986,8.305,8.491530000000001,8.9,9.42,7.710139999999999,9.23572,0.19786670540353374
17017,6793,170094.32348092046,1678557.515242534,9.07044,9.58,9.95,10.12,10.36,9.25653,10.0441,0.08508263895865951
17018,2620,58782.086530529974,584821.9460361759,9.70013,9.851,9.93621,10.04653,10.24986,10.05727,9.91,-0.014643138744410825
17019,2765,54304.77793695992,522241.17763621657,9.26233,9.51091,9.64308,9.80005,9.97,9.89,9.8698,-0.0020424671385238504
17020,2464,49075.1287235799,488192.9337699334,9.70001,9.9040125,9.99998,10.04,10.1,9.9,9.94,0.0040404040404039545
17021,1774,36105.113367540056,363628.5037976266,9.854,9.98111,10.03229,10.0999225,10.291,9.94,10.21412,0.027577464788732388
17022,5490,137046.95077274033,1475706.3623666568,10.16036,10.6068075,10.78279,10.95,11.3,10.27631,11.07,0.07723492187370756
17023,4230,114017.84822645054,1249045.832445553,10.73,10.881202499999999,10.92567,11.05,11.249,11.08,10.8776,-0.018267148014440505
17024,2632,62237.73097288975,662621.321030749,10.41386,10.53999,10.61,10.7495,11.02332,10.92729,10.54169,-0.035287797797990184
17025,1832,32507.030638380093,345516.6187223264,10.41111,10.5311675,10.6,10.72,10.880999999999998,10.54099,10.56402,0.002184804273602247
17026,948,23799.33811568997,248335.655159389,10.28888,10.3574,10.468665,10.5,10.60893,10.54,10.368,-0.016318785578747518
17027,1694,41352.5556137799,419117.6674887479,9.9,10.04,10.12,10.275375,10.53,10.368,10.03214,-0.03239390432098768
17028,1016,24773.90003128002,247035.13190274625,9.81197,9.9,9.96001,10.028055,10.14497,10.06676,10.0014,-0.006492655034986439
17029,1362,37966.74456399,377758.3385982596,9.71044,9.8599925,9.93974,10.01061,10.2791,10.05433,9.93,-0.01236581651885312
17030,1203,29814.475488479984,290007.5236742724,9.51012,9.58001,9.7,9.84,9.96,9.9076,9.5305,-0.03806169001574553
17031,1038,27362.987928810016,263925.3128698945,9.5,9.56384,9.65,9.7,9.82,9.57719,9.5,-0.008059775362084272
17032,780,15412.047567819993,146642.8448673496,9.4,9.4764125,9.51001,9.56,9.6,9.5,9.50201,0.00021157894736845148
17033,1168,27095.65403009001,267896.7921076219,9.5512,9.83343,9.91459,9.9695825,10.08127,9.5512,9.99,0.04594187117849072
17034,675,16711.22128633998,163764.98270364618,9.6711,9.78051,9.80351,9.851,9.9709,9.9709,9.9,-0.007110692114051888
17035,1051,22483.349669110008,223855.48517829645,9.75031,9.91148,9.96152,10.0,10.1192,9.9,9.79101,-0.011009090909090946
17036,1017,30479.44853653997,297692.393890468,9.6,9.72337,9.77548,9.83248,9.9548,9.841,9.7289,-0.011391118788740969
17037,585,14409.865958340004,141572.49753029767,9.7294,9.8,9.84,9.85999,9.97,9.7294,9.78,0.005200731802577683
17038,1061,25777.47632186,257193.84248579663,9.78,9.94001,9.97881,10.00498,10.0831,9.83782,10.05,0.021567786359173072
17039,946,27498.26512995005,275833.99177488603,9.90001,10.0,10.02004,10.0601,10.15343,10.05,10.0765,0.0026368159203978736
17040,374,7449.5638460200025,74460.86915397379,9.94,9.9811675,10.001155,10.020007499999998,10.0765,10.0765,9.94,-0.013546370267453962
17041,576,14264.208006520019,140369.09214876505,9.711,9.8,9.85,9.90002,9.96608,9.93303,9.71101,-0.02235168926299433
17042,832,15808.532681150007,154724.96146083262,9.6121,9.7137675,9.8,9.8649925,9.9797,9.714,9.8,0.008853201564751934
17043,1351,31355.69452093,313141.62379401084,9.75478,9.93,9.98018,10.025,10.12398,9.81439,10.04004,0.022991749869324524
17044,1341,34309.33389782004,350679.4779763489,9.91946,10.09,10.24,10.32,10.45061,10.065,10.41019,0.03429607550919032
17045,3210,99646.46269884011,1088456.8563625028,10.29361,10.7700025,10.91003,11.038225,11.249,10.45997,10.67,0.02007940749352051
17046,1336,44667.06442819997,481571.2349465554,10.513,10.71,10.8,10.849402499999998,11.04997,10.66999,10.772,0.009560458819549028
17047,1574,36522.40894457003,384268.71473271213,10.28,10.42526,10.503,10.62,11.03089,10.83712,10.47035,-0.033843862576035035
17048,1283,25383.778909769986,262979.4628769638,10.20002,10.33,10.385,10.454,10.52493,10.52493,10.42664,-0.009338779450314506
17049,855,21291.368889120018,222602.77075559113,10.331,10.4,10.44999,10.5,10.62998,10.36349,10.53,0.016066981296841008
17050,653,16605.349769330005,171460.6739464156,10.25,10.291,10.33988,10.37,10.51977,10.51977,10.4,-0.011385229905216468
17051,992,39875.454654099936,410805.84224339604,10.1,10.25945,10.32027,10.37,10.47,10.40991,10.29499,-0.01103948064872796
17052,1390,41682.213099419976,421503.76944043493,9.9764,10.06,10.11989,10.1999775,10.45538,10.251,10.07002,-0.01765486294020095
17053,934,22621.727177410055,232087.904996623,10.08366,10.21889,10.26,10.33001,10.4,10.11,10.369000000000002,0.025618199802176275
17054,1371,38791.46141247991,409290.0201258958,10.25,10.4,10.58721,10.69,10.88,10.369000000000002,10.88,0.04928151219982632
17055,1259,28119.001412910016,295578.581858923,10.2506,10.39,10.55,10.63,10.87999,10.87,10.32872,-0.04979576816927312
17056,861,22243.38531798001,234252.6591701088,10.314,10.49999,10.53,10.58,10.64999,10.329,10.54671,0.021077548649433488
17057,1274,33705.85391268992,360428.3594365489,10.54595,10.6799925,10.70999,10.725,10.77,10.59997,10.68059,0.00760568190287328
17058,858,39895.53150860997,425650.07763127936,10.582,10.629592500000001,10.66,10.691,10.78,10.66258,10.60871,-0.005052248142569609
17059,991,37264.89856409998,398826.3114209881,10.6,10.6698,10.7005,10.746595,10.78,10.6226,10.6481,0.002400542240129459
17060,2820,91282.91087816985,1009137.162566595,10.61,10.82896,11.14914,11.278,11.44893,10.64488,11.2555,0.05736278849550198
17061,849,33332.80898317004,377630.23030142224,11.15,11.26901,11.3461,11.39969,11.45,11.23,11.3917,0.014398931433659815
17062,3522,126391.40158175955,1408169.8200002215,10.75,10.94136,11.13221,11.445039999999999,11.65,11.35395,11.09889,-0.022464428679005853
17063,1894,55998.734089019934,642978.7552574016,11.05227,11.441025,11.5,11.5678225,11.777,11.09335,11.72944,0.05733975760252775
17064,3908,129297.21544817006,1591537.67489865,11.67921,12.03,12.31,12.43937,12.84884,11.77279,12.75,0.08300581255590217
17065,3663,114118.59055405107,1406520.970339796,11.75001,12.02,12.26311,12.5909,12.92232,12.73983,12.34998,-0.03060087928959799
17066,3384,140897.88842848007,1628006.117873291,11.0,11.45,11.575905,11.74,12.2557,12.2557,11.81,-0.036366751797122863
17067,1282,35878.433081600066,426801.7669352145,11.66182,11.84,11.89709,11.94518,12.05546,11.81,11.96264,0.0129246401354784
17068,1201,34605.539454179954,400020.8545673149,11.29701,11.47,11.537,11.71392,11.93606,11.93606,11.5156,-0.03522602935977201
17069,659,14591.10693173001,168815.18439328726,11.41601,11.533805000000001,11.58,11.610305,11.67339,11.48869,11.66559,0.015397752050059653
17070,1290,38913.671298469984,446741.70694212365,11.31231,11.44326,11.4974,11.5305375,11.72,11.6659,11.442,-0.0191926898053301
17071,1610,46860.0980738701,548606.9694586709,11.42382,11.63,11.7199,11.7551,11.89,11.4335,11.71091,0.024262911619364124
17072,1295,43240.73450791994,515641.58371578704,11.68311,11.899005,11.93728,11.96875,12.10901,11.72011,11.8535,0.011381292496401513
17073,1560,55367.733578520056,656153.7460027426,11.7,11.746994999999998,11.786095,11.8446,12.29,11.85201,11.7027,-0.012597863147263615
